"time" "N1" "N2" "N3" "N4" "N5"
"861" 215 15.1319 13.3491 33.2917 14.3347 43.6464
"862" 215.25 15.1618 13.3676 33.5633 14.1953 43.4792
"863" 215.5 15.1848 13.394 33.8582 14.0518 43.2946
"864" 215.75 15.2015 13.4275 34.175 13.9046 43.0935
"865" 216 15.212 13.4676 34.5125 13.7542 42.8771
"866" 216.25 15.2167 13.5137 34.8694 13.6008 42.6464
"867" 216.5 15.2158 13.5652 35.2444 13.4449 42.4025
"868" 216.75 15.2096 13.6216 35.6365 13.2868 42.1463
"869" 217 15.191 13.6809 36.0343 13.1273 41.8805
"870" 217.25 15.1307 13.7137 36.345 12.9803 41.6533
"871" 217.5 15.0462 13.7227 36.5908 12.8581 41.5075
"872" 217.75 14.9443 13.714 36.7882 12.7596 41.4416
"873" 218 14.828 13.6903 36.9435 12.6825 41.448
"874" 218.25 14.6994 13.6535 37.0613 12.6241 41.519
"875" 218.5 14.5603 13.6051 37.1456 12.5822 41.6479
"876" 218.75 14.4123 13.5465 37.1998 12.555 41.8286
"877" 219 14.2568 13.479 37.2269 12.5405 42.0558
"878" 219.25 14.095 13.4035 37.2297 12.5372 42.3245
"879" 219.5 13.9279 13.3212 37.2106 12.5437 42.6304
"880" 219.75 13.7565 13.2328 37.1719 12.5587 42.9694
"881" 220 13.5817 13.1392 37.1155 12.581 43.3379
"882" 220.25 13.4041 13.0409 37.0434 12.6096 43.7327
"883" 220.5 13.2244 12.9388 36.9571 12.6435 44.1506
"884" 220.75 13.0433 12.8333 36.8582 12.6818 44.5889
"885" 221 12.8617 12.7255 36.75 12.7242 45.034
"886" 221.25 12.6813 12.6173 36.6377 12.771 45.4775
"887" 221.5 12.5025 12.5089 36.5224 12.8218 45.9204
"888" 221.75 12.3282 12.4036 36.384 12.8611 46.3301
"889" 222 12.193 12.3394 36.1759 12.8677 46.6363
"890" 222.25 12.1086 12.3286 35.9361 12.8616 46.8956
"891" 222.5 12.0735 12.3525 35.6714 12.8452 47.1163
"892" 222.75 12.0862 12.4009 35.3868 12.8203 47.3046
"893" 223 12.1455 12.4707 35.0841 12.7875 47.4621
"894" 223.25 12.2396 12.559 34.7668 12.748 47.5931
"895" 223.5 12.3342 12.6662 34.4448 12.7055 47.7124
"896" 223.75 12.427 12.792 34.1201 12.661 47.8229
"897" 224 12.5182 12.9355 33.7931 12.6144 47.9249
"898" 224.25 12.6076 13.0963 33.464 12.5659 48.0186
"899" 224.5 12.6954 13.2738 33.1332 12.5156 48.104
"900" 224.75 12.7814 13.4676 32.8007 12.4634 48.1814
"901" 225 12.8658 13.6772 32.4669 12.4096 48.2509
"902" 225.25 12.9486 13.9023 32.1319 12.354 48.3125
"903" 225.5 13.0299 14.1391 31.7963 12.2971 48.3673
"904" 225.75 13.1107 14.3792 31.4624 12.2396 48.4186
"905" 226 13.1911 14.6223 31.1302 12.1816 48.4671
"906" 226.25 13.2712 14.8685 30.8 12.1233 48.5125
"907" 226.5 13.3509 15.1178 30.4715 12.0645 48.555
"908" 226.75 13.4303 15.3702 30.145 12.0053 48.5946
"909" 227 13.5092 15.6257 29.8204 11.9457 48.6311
"910" 227.25 13.5877 15.8843 29.4976 11.8857 48.6647
"911" 227.5 13.6657 16.1461 29.1768 11.8253 48.6953
"912" 227.75 13.7433 16.4109 28.8579 11.7645 48.7228
"913" 228 13.8204 16.679 28.541 11.7034 48.7473
"914" 228.25 13.8971 16.9502 28.226 11.6419 48.7687
"915" 228.5 13.9732 17.2245 27.9129 11.58 48.7871
"916" 228.75 14.0488 17.5021 27.6018 11.5178 48.8025
"917" 229 14.1239 17.7828 27.2927 11.4552 48.8147
"918" 229.25 14.1985 18.0667 26.9856 11.3923 48.8239
"919" 229.5 14.2725 18.3539 26.6805 11.3291 48.83
"920" 229.75 14.346 18.6442 26.3774 11.2656 48.833
"921" 230 14.4188 18.9378 26.0763 11.2017 48.8329
"922" 230.25 14.4911 19.2346 25.7772 11.1376 48.8298
"923" 230.5 14.5627 19.5346 25.4801 11.0731 48.8235
"924" 230.75 14.6338 19.8379 25.1851 11.0084 48.8141
"925" 231 14.7041 20.1443 24.8921 10.9434 48.8016
"926" 231.25 14.7739 20.454 24.6012 10.8781 48.7859
"927" 231.5 14.8429 20.767 24.3123 10.8126 48.7672
"928" 231.75 14.9113 21.0832 24.0254 10.7469 48.7453
"929" 232 14.979 21.4026 23.7407 10.6808 48.7203
"930" 232.25 15.0459 21.7253 23.458 10.6145 48.6923
"931" 232.5 15.1127 22.0521 23.178 10.544 48.6606
"932" 232.75 15.1827 22.3931 22.9087 10.4673 48.6034
"933" 233 15.2456 22.7448 22.6645 10.3851 48.5157
"934" 233.25 15.3009 23.0892 22.4602 10.2989 48.4051
"935" 233.5 15.3491 23.4264 22.2995 10.2092 48.2731
"936" 233.75 15.39 23.756 22.1838 10.1161 48.1197
"937" 234 15.4235 24.0773 22.1142 10.0195 47.9447
"938" 234.25 15.4494 24.3894 22.0921 9.9196 47.748
"939" 234.5 15.4674 24.6918 22.1185 9.8163 47.5294
"940" 234.75 15.4775 24.9819 22.1948 9.7097 47.2889
"941" 235 15.4816 25.2227 22.3301 9.6011 47.0327
"942" 235.25 15.4823 25.4086 22.5332 9.4918 46.7673
"943" 235.5 15.4756 25.5521 22.8138 9.3829 46.461
"944" 235.75 15.4532 25.6677 23.1703 9.2764 46.1114
"945" 236 15.4233 25.7703 23.5494 9.1747 45.7435
"946" 236.25 15.3884 25.8644 23.9493 9.0784 45.3648
"947" 236.5 15.3485 25.9496 24.3713 8.9873 44.9755
"948" 236.75 15.3035 26.0257 24.8163 8.9014 44.5753
"949" 237 15.2536 26.0928 25.2798 8.8206 44.1652
"950" 237.25 15.2009 26.1547 25.7475 8.7454 43.751
"951" 237.5 15.1461 26.2125 26.2191 8.6757 43.3346
"952" 237.75 15.0893 26.2662 26.6944 8.6114 42.9163
"953" 238 15.0304 26.3159 27.1734 8.5524 42.4961
"954" 238.25 14.9695 26.3616 27.6561 8.4986 42.0743
"955" 238.5 14.9067 26.4032 28.1423 8.4499 41.651
"956" 238.75 14.842 26.4407 28.6319 8.4062 41.2263
"957" 239 14.7754 26.4741 29.1249 8.3675 40.8005
"958" 239.25 14.707 26.5035 29.6211 8.3335 40.3736
"959" 239.5 14.6368 26.5289 30.1205 8.3043 39.9459
"960" 239.75 14.5648 26.5501 30.6229 8.2797 39.5174
"961" 240 14.4911 26.5674 31.1282 8.2598 39.0883
"962" 240.25 14.4156 26.5805 31.6364 8.2444 38.6587
"963" 240.5 14.3386 26.5896 32.1472 8.2335 38.2288
"964" 240.75 14.2599 26.5947 32.6605 8.227 37.7987
"965" 241 14.1796 26.5957 33.1763 8.225 37.3686
"966" 241.25 14.0978 26.5927 33.6944 8.2273 36.9384
"967" 241.5 14.0144 26.5857 34.2147 8.234 36.5085
"968" 241.75 13.9296 26.5747 34.7369 8.245 36.0788
"969" 242 13.8434 26.5596 35.2611 8.2603 35.6495
"970" 242.25 13.7557 26.5406 35.787 8.2798 35.2208
"971" 242.5 13.6676 26.5195 36.2952 8.3039 34.7948
"972" 242.75 13.594 26.5276 36.6666 8.3354 34.4067
"973" 243 13.5229 26.552 36.9312 8.3761 34.0735
"974" 243.25 13.4344 26.5417 37.14 8.429 33.8224
"975" 243.5 13.3339 26.5045 37.3097 8.4946 33.6525
"976" 243.75 13.2236 26.4449 37.4463 8.572 33.5523
"977" 244 13.1054 26.3661 37.5542 8.6606 33.5115
"978" 244.25 12.9807 26.271 37.6371 8.7598 33.5212
"979" 244.5 12.8506 26.1619 37.6982 8.8688 33.5739
"980" 244.75 12.7165 26.0416 37.7414 8.9786 33.6649
"981" 245 12.5798 25.9128 37.7705 9.0859 33.791
"982" 245.25 12.441 25.7767 37.7872 9.1911 33.9481
"983" 245.5 12.3005 25.6342 37.7929 9.2946 34.1324
"984" 245.75 12.159 25.4863 37.7886 9.3965 34.3405
"985" 246 12.0166 25.3337 37.7756 9.4971 34.5695
"986" 246.25 11.8737 25.1771 37.7547 9.5965 34.8165
"987" 246.5 11.7307 25.0171 37.7268 9.695 35.0792
"988" 246.75 11.5877 24.8543 37.6926 9.7927 35.3554
"989" 247 11.445 24.6891 37.6529 9.8898 35.6431
"990" 247.25 11.3028 24.522 37.6083 9.9863 35.9405
"991" 247.5 11.1612 24.3533 37.5593 10.0825 36.246
"992" 247.75 11.0204 24.1835 37.5066 10.1784 36.5581
"993" 248 10.8805 24.0129 37.4505 10.2743 36.8754
"994" 248.25 10.7417 23.8416 37.3915 10.3701 37.1968
"995" 248.5 10.604 23.6701 37.33 10.466 37.5211
"996" 248.75 10.4675 23.4984 37.2664 10.562 37.8474
"997" 249 10.3323 23.3269 37.201 10.6584 38.1746
"998" 249.25 10.1985 23.1557 37.1341 10.7551 38.5021
"999" 249.5 10.0661 22.985 37.066 10.8522 38.8291
"1000" 249.75 9.9351 22.8148 36.9968 10.9499 39.1549
"1001" 250 9.8057 22.6455 36.9269 11.0481 39.479
"1002" 250.25 9.6777 22.4769 36.8564 11.147 39.8008
"1003" 250.5 9.5514 22.3094 36.7856 11.2466 40.1199
"1004" 250.75 9.4266 22.1428 36.7144 11.3469 40.4358
"1005" 251 9.3033 21.9774 36.6432 11.4481 40.7482
"1006" 251.25 9.1817 21.8131 36.572 11.5501 41.0569
"1007" 251.5 9.0616 21.6501 36.5009 11.653 41.3615
"1008" 251.75 8.9431 21.4883 36.43 11.7569 41.6618
"1009" 252 8.8263 21.3278 36.3594 11.8617 41.9576
"1010" 252.25 8.7109 21.1686 36.2891 11.9676 42.2488
"1011" 252.5 8.5972 21.0108 36.2193 12.0745 42.5352
"1012" 252.75 8.485 20.8544 36.1502 12.1797 42.817
"1013" 253 8.3752 20.7016 36.0856 12.2626 43.1009
"1014" 253.25 8.2681 20.5482 36.0259 12.3223 43.3932
"1015" 253.5 8.1664 20.3783 35.9447 12.3674 43.7132
"1016" 253.75 8.0739 20.1966 35.8387 12.4034 44.0636
"1017" 254 7.9932 20.0114 35.723 12.4358 44.4091
"1018" 254.25 7.925 19.8253 35.6024 12.4664 44.75
"1019" 254.5 7.8691 19.6382 35.4773 12.4951 45.0863
"1020" 254.75 7.8255 19.4504 35.3475 12.5221 45.418
"1021" 255 7.7945 19.263 35.2 12.5448 45.7461
"1022" 255.25 7.7857 19.1087 34.9876 12.5469 46.0319
"1023" 255.5 7.8053 19.0068 34.7498 12.5387 46.2788
"1024" 255.75 7.8533 18.9504 34.4914 12.5218 46.4928
"1025" 256 7.9236 18.9333 34.2156 12.4973 46.6778
"1026" 256.25 7.9937 18.9531 33.9299 12.468 46.8441
"1027" 256.5 8.0615 19.0072 33.6366 12.4349 46.9953
"1028" 256.75 8.1273 19.0929 33.3369 12.3982 47.1322
"1029" 257 8.191 19.2078 33.0314 12.3583 47.2557
"1030" 257.25 8.2529 19.35 32.7208 12.3153 47.3665
"1031" 257.5 8.3131 19.5177 32.406 12.2695 47.4654
"1032" 257.75 8.3715 19.7093 32.0873 12.221 47.5528
"1033" 258 8.4282 19.9234 31.7653 12.1701 47.6292
"1034" 258.25 8.4834 20.1586 31.4404 12.1169 47.6952
"1035" 258.5 8.537 20.4138 31.1132 12.0615 47.7512
"1036" 258.75 8.5891 20.6878 30.7839 12.004 47.7975
"1037" 259 8.6398 20.9796 30.453 11.9447 47.8346
"1038" 259.25 8.6891 21.288 30.1208 11.8836 47.8627
"1039" 259.5 8.737 21.6123 29.7876 11.8208 47.8824
"1040" 259.75 8.7836 21.9513 29.4538 11.7565 47.8939
"1041" 260 8.8292 22.2996 29.1202 11.691 47.899
"1042" 260.25 8.8743 22.6515 28.7886 11.6251 47.9004
"1043" 260.5 8.919 23.0071 28.459 11.5588 47.8984
"1044" 260.75 8.9633 23.3664 28.1314 11.4921 47.8929
"1045" 261 9.007 23.7293 27.8058 11.425 47.884
"1046" 261.25 9.0521 24.066 27.4868 11.3595 47.8797
"1047" 261.5 9.1023 24.36 27.2012 11.3077 47.8397
"1048" 261.75 9.1433 24.6246 26.9838 11.2857 47.7433
"1049" 262 9.1725 24.8578 26.8451 11.2985 47.5889
"1050" 262.25 9.1887 25.0555 26.7923 11.35 47.3722
"1051" 262.5 9.1906 25.2132 26.8332 11.4443 47.0883
"1052" 262.75 9.177 25.3263 26.9757 11.5857 46.7325
"1053" 263 9.1466 25.39 27.2281 11.7789 46.3
"1054" 263.25 9.098 25.3998 27.5983 12.0198 45.7869
"1055" 263.5 9.0397 25.3793 28.007 12.2611 45.2327
"1056" 263.75 8.98 25.3539 28.4154 12.5044 44.6777
"1057" 264 8.9196 25.325 28.8239 12.7503 44.1241
"1058" 264.25 8.8604 25.2985 29.2006 12.9999 43.581
"1059" 264.5 8.8055 25.2842 29.5373 13.2379 43.0625
"1060" 264.75 8.7555 25.2837 29.8399 13.4623 42.5702
"1061" 265 8.7098 25.2958 30.1119 13.6744 42.1018
"1062" 265.25 8.668 25.3188 30.3564 13.8755 41.6548
"1063" 265.5 8.631 25.3347 30.5794 14.0681 41.2331
"1064" 265.75 8.6006 25.336 30.785 14.2541 40.8439
"1065" 266 8.5774 25.3226 30.9728 14.4332 40.4892
"1066" 266.25 8.5617 25.2941 31.1421 14.6048 40.17
"1067" 266.5 8.5539 25.2505 31.2921 14.7683 39.8878
"1068" 266.75 8.5545 25.1914 31.4221 14.9233 39.6435
"1069" 267 8.5639 25.1168 31.5315 15.0692 39.4383
"1070" 267.25 8.5824 25.0263 31.6196 15.2055 39.2732
"1071" 267.5 8.6105 24.9199 31.6859 15.3318 39.1492
"1072" 267.75 8.6485 24.7976 31.7297 15.4474 39.0671
"1073" 268 8.6969 24.6592 31.7506 15.552 39.0279
"1074" 268.25 8.756 24.5047 31.748 15.645 39.0323
"1075" 268.5 8.8262 24.334 31.7213 15.7259 39.0812
"1076" 268.75 8.9079 24.1472 31.6702 15.7942 39.1754
"1077" 269 9.0015 23.9441 31.5941 15.8494 39.3155
"1078" 269.25 9.1074 23.7249 31.4925 15.8911 39.5025
"1079" 269.5 9.226 23.4894 31.365 15.9186 39.737
"1080" 269.75 9.3594 23.2429 31.2187 15.9357 39.984
"1081" 270 9.5103 22.9944 31.0663 15.9491 40.2227
"1082" 270.25 9.6678 22.7458 30.9107 15.9604 40.4571
"1083" 270.5 9.8273 22.4987 30.7541 15.9707 40.6901
"1084" 270.75 9.9887 22.2532 30.5966 15.98 40.9219
"1085" 271 10.1521 22.0091 30.4381 15.9883 41.1523
"1086" 271.25 10.3174 21.7666 30.2787 15.9956 41.3813
"1087" 271.5 10.4846 21.5256 30.1184 16.002 41.609
"1088" 271.75 10.6539 21.2861 29.9572 16.0074 41.8353
"1089" 272 10.8251 21.0482 29.7952 16.0119 42.0601
"1090" 272.25 10.9983 20.8119 29.6324 16.0153 42.2834
"1091" 272.5 11.1735 20.5771 29.4688 16.0178 42.5051
"1092" 272.75 11.3506 20.3439 29.3044 16.0193 42.7253
"1093" 273 11.5298 20.1122 29.1393 16.0198 42.9438
"1094" 273.25 11.711 19.8822 28.9734 16.0194 43.1607
"1095" 273.5 11.8942 19.6537 28.8068 16.018 43.3759
"1096" 273.75 12.0794 19.4269 28.6396 16.0156 43.5894
"1097" 274 12.2667 19.2016 28.4717 16.0122 43.8011
"1098" 274.25 12.456 18.978 28.3032 16.0078 44.0111
"1099" 274.5 12.6473 18.756 28.1341 16.0025 44.2192
"1100" 274.75 12.8407 18.5356 27.9644 15.9962 44.4254
"1101" 275 13.0361 18.3168 27.7941 15.9889 44.6298
"1102" 275.25 13.2336 18.0997 27.6233 15.9807 44.8322
"1103" 275.5 13.4331 17.8841 27.4519 15.9715 45.0326
"1104" 275.75 13.6345 17.6703 27.2801 15.9613 45.2311
"1105" 276 13.8254 17.4592 27.1098 15.9514 45.4312
"1106" 276.25 13.9986 17.2527 26.944 15.9402 45.6388
"1107" 276.5 14.1556 17.0542 26.7886 15.913 45.8523
"1108" 276.75 14.3001 16.8737 26.6611 15.8718 46.0304
"1109" 277 14.434 16.7158 26.5695 15.819 46.1728
"1110" 277.25 14.5578 16.5798 26.5135 15.7556 46.2814
"1111" 277.5 14.6717 16.4647 26.492 15.6821 46.3577
"1112" 277.75 14.7761 16.3695 26.5036 15.5993 46.4032
"1113" 278 14.8712 16.293 26.5471 15.5077 46.4193
"1114" 278.25 14.9573 16.2343 26.6213 15.408 46.4073
"1115" 278.5 15.0347 16.1924 26.7249 15.3008 46.3686
"1116" 278.75 15.1038 16.1662 26.8568 15.1866 46.3046
"1117" 279 15.1647 16.1549 27.0157 15.0659 46.2165
"1118" 279.25 15.2178 16.1574 27.2004 14.9393 46.1056
"1119" 279.5 15.2634 16.1729 27.4099 14.8072 45.9731
"1120" 279.75 15.3017 16.2005 27.6429 14.6701 45.8202
"1121" 280 15.333 16.2393 27.8984 14.5284 45.6481
"1122" 280.25 15.3576 16.2886 28.1753 14.3826 45.4578
"1123" 280.5 15.3758 16.3475 28.4725 14.233 45.2505
"1124" 280.75 15.3879 16.4153 28.789 14.0801 45.0271
"1125" 281 15.394 16.4911 29.1237 13.9242 44.7888
"1126" 281.25 15.3946 16.5744 29.4756 13.7657 44.5366
"1127" 281.5 15.3898 16.6644 29.8436 13.605 44.2713
"1128" 281.75 15.3799 16.7604 30.2268 13.4422 43.9941
"1129" 282 15.3652 16.8618 30.6243 13.2778 43.7057
"1130" 282.25 15.346 16.9679 31.0349 13.112 43.4071
"1131" 282.5 15.3225 17.0782 31.4579 12.9451 43.0992
"1132" 282.75 15.2951 17.1925 31.8875 12.7776 42.7834
"1133" 283 15.265 17.3123 32.3166 12.6103 42.4628
"1134" 283.25 15.2328 17.4378 32.7458 12.4436 42.1387
"1135" 283.5 15.1984 17.5687 33.1752 12.2776 41.8115
"1136" 283.75 15.162 17.7044 33.6049 12.1123 41.4814
"1137" 284 15.1237 17.8445 34.0349 11.9479 41.1488
"1138" 284.25 15.0835 17.9881 34.4652 11.7844 40.8139
"1139" 284.5 15.0417 18.1318 34.8965 11.622 40.4776
"1140" 284.75 14.9987 18.2743 35.3295 11.461 40.1406
"1141" 285 14.9571 18.3669 35.7267 11.3045 39.8153
"1142" 285.25 14.896 18.4088 36.0302 11.1663 39.5546
"1143" 285.5 14.8146 18.4232 36.2789 11.0516 39.3795
"1144" 285.75 14.7175 18.4158 36.4836 10.9586 39.2847
"1145" 286 14.607 18.3896 36.6493 10.8851 39.2626
"1146" 286.25 14.485 18.3466 36.78 10.8288 39.3059
"1147" 286.5 14.3532 18.2887 36.8792 10.7878 39.408
"1148" 286.75 14.213 18.2178 36.9498 10.7605 39.5633
"1149" 287 14.0655 18.1351 36.9946 10.7451 39.7666
"1150" 287.25 13.9119 18.0421 37.0158 10.7404 40.0133
"1151" 287.5 13.753 17.9398 37.0157 10.7452 40.2992
"1152" 287.75 13.5898 17.8293 36.9961 10.7582 40.6206
"1153" 288 13.423 17.7116 36.9589 10.7786 40.9739
"1154" 288.25 13.2533 17.5875 36.9056 10.8053 41.3561
"1155" 288.5 13.0812 17.4578 36.8379 10.8374 41.7641
"1156" 288.75 12.9073 17.3232 36.7569 10.8743 42.1952
"1157" 289 12.7326 17.185 36.6655 10.9155 42.6378
"1158" 289.25 12.5587 17.0457 36.5693 10.9611 43.0788
"1159" 289.5 12.3862 16.906 36.4699 11.0112 43.5197
"1160" 289.75 12.2151 16.766 36.3675 11.0654 43.9605
"1161" 290 12.0454 16.6259 36.2621 11.1234 44.4014
"1162" 290.25 11.8773 16.4855 36.1539 11.1849 44.8422
"1163" 290.5 11.7106 16.3451 36.0429 11.2491 45.2831
"1164" 290.75 11.5572 16.2226 35.8836 11.272 45.6512
"1165" 291 11.4481 16.1655 35.6695 11.2747 45.94
"1166" 291.25 11.3849 16.1771 35.4217 11.2655 46.1783
"1167" 291.5 11.3662 16.2482 35.1431 11.2451 46.3691
"1168" 291.75 11.3915 16.3482 34.8435 11.2166 46.5249
"1169" 292 11.4599 16.4706 34.5264 11.1812 46.6503
"1170" 292.25 11.5451 16.6136 34.1984 11.1412 46.7544
"1171" 292.5 11.6282 16.7774 33.867 11.0989 46.8482
"1172" 292.75 11.7094 16.9612 33.5327 11.0546 46.9325
"1173" 293 11.7887 17.1639 33.196 11.0085 47.0076
"1174" 293.25 11.8661 17.3848 32.8571 10.9605 47.0738
"1175" 293.5 11.9417 17.6229 32.5165 10.9109 47.1312
"1176" 293.75 12.0155 17.8776 32.1744 10.8597 47.1803
"1177" 294 12.0876 18.148 31.831 10.8069 47.2212
"1178" 294.25 12.1579 18.4335 31.4868 10.7527 47.2542
"1179" 294.5 12.2266 18.7327 31.1419 10.6972 47.2796
"1180" 294.75 12.2944 19.0373 30.7982 10.6409 47.3004
"1181" 295 12.3617 19.3453 30.4564 10.5843 47.3179
"1182" 295.25 12.4284 19.6567 30.1167 10.5273 47.3322
"1183" 295.5 12.4946 19.9716 29.779 10.47 47.3433
"1184" 295.75 12.5603 20.2899 29.4433 10.4123 47.3511
"1185" 296 12.6253 20.6117 29.1096 10.3542 47.3556
"1186" 296.25 12.6898 20.9369 28.778 10.2958 47.3568
"1187" 296.5 12.7537 21.2656 28.4485 10.2371 47.3548
"1188" 296.75 12.817 21.5977 28.1211 10.178 47.3495
"1189" 297 12.8797 21.9333 27.7957 10.1186 47.3409
"1190" 297.25 12.9417 22.2723 27.4725 10.0589 47.3291
"1191" 297.5 13.0031 22.6147 27.1514 9.9989 47.3139
"1192" 297.75 13.0638 22.9603 26.8324 9.9387 47.2955
"1193" 298 13.1271 23.2748 26.5211 9.8803 47.2817
"1194" 298.25 13.1965 23.5501 26.2459 9.8355 47.2262
"1195" 298.5 13.252 23.7986 26.0397 9.8177 47.1181
"1196" 298.75 13.2916 24.0187 25.912 9.8274 46.9567
"1197" 299 13.3161 24.2116 25.8746 9.8413 46.7462
"1198" 299.25 13.3257 24.3773 25.9355 9.8554 46.4882
"1199" 299.5 13.3198 24.5136 26.1002 9.8697 46.1814
"1200" 299.75 13.2974 24.6183 26.3742 9.8842 45.8238
