"time" "N1" "N2" "N3" "N4" "N5" "N6"
"25891" 6472.5 50.4332 21.4471 17.677 7.5639 21.439 1.669
"25892" 6472.75 50.407 21.5564 17.5835 7.5561 21.5273 1.6553
"25893" 6473 50.3807 21.668 17.4906 7.5438 21.6199 1.6418
"25894" 6473.25 50.3561 21.7697 17.3994 7.5274 21.7175 1.6284
"25895" 6473.5 50.3166 21.8623 17.3143 7.5079 21.8229 1.6157
"25896" 6473.75 50.2618 21.9481 17.24 7.4863 21.9382 1.604
"25897" 6474 50.1943 22.0285 17.1787 7.4628 22.0632 1.5935
"25898" 6474.25 50.1155 22.1038 17.1311 7.4378 22.1968 1.5843
"25899" 6474.5 50.0263 22.1745 17.0975 7.4113 22.3372 1.5764
"25900" 6474.75 49.9272 22.2407 17.0781 7.3835 22.483 1.5698
"25901" 6475 49.8189 22.3026 17.0729 7.3544 22.6322 1.5644
"25902" 6475.25 49.7022 22.3606 17.082 7.3241 22.7833 1.5604
"25903" 6475.5 49.5775 22.4149 17.1054 7.2929 22.9343 1.5576
"25904" 6475.75 49.4457 22.4657 17.143 7.2606 23.0834 1.556
"25905" 6476 49.3073 22.5133 17.195 7.2275 23.2289 1.5557
"25906" 6476.25 49.1631 22.5579 17.2611 7.1937 23.3689 1.5566
"25907" 6476.5 49.0136 22.5999 17.3414 7.1592 23.5015 1.5588
"25908" 6476.75 48.8596 22.6396 17.4359 7.1242 23.6249 1.5621
"25909" 6477 48.7017 22.6772 17.5444 7.0887 23.7371 1.5666
"25910" 6477.25 48.5407 22.713 17.6669 7.0529 23.8363 1.5723
"25911" 6477.5 48.3771 22.7474 17.8032 7.0169 23.9207 1.5791
"25912" 6477.75 48.2118 22.7806 17.9533 6.9806 23.9884 1.587
"25913" 6478 48.0465 22.8137 18.1026 6.9445 24.039 1.5962
"25914" 6478.25 47.8852 22.8485 18.242 6.9091 24.0757 1.6067
"25915" 6478.5 47.7298 22.8861 18.3727 6.8746 24.1005 1.6187
"25916" 6478.75 47.5815 22.921 18.4957 6.8412 24.1147 1.6323
"25917" 6479 47.4439 22.9476 18.6123 6.8094 24.1201 1.6474
"25918" 6479.25 47.3192 22.9667 18.7232 6.7795 24.1177 1.664
"25919" 6479.5 47.2088 22.9783 18.8284 6.7517 24.1075 1.6814
"25920" 6479.75 47.1136 22.9826 18.9277 6.7261 24.0897 1.6996
"25921" 6480 47.0342 22.9794 19.0211 6.7028 24.0641 1.7186
"25922" 6480.25 46.9714 22.9684 19.1081 6.6819 24.0305 1.7385
"25923" 6480.5 46.9258 22.9495 19.1886 6.6634 23.9888 1.7594
"25924" 6480.75 46.898 22.9224 19.2621 6.6474 23.9386 1.7811
"25925" 6481 46.8887 22.8871 19.3286 6.634 23.88 1.8026
"25926" 6481.25 46.8984 22.8439 19.3881 6.6233 23.8134 1.8236
"25927" 6481.5 46.9274 22.7927 19.4407 6.6152 23.7387 1.8441
"25928" 6481.75 46.9758 22.7337 19.4862 6.6099 23.656 1.864
"25929" 6482 47.0439 22.6669 19.5246 6.6072 23.5654 1.8835
"25930" 6482.25 47.1318 22.5922 19.5556 6.6073 23.4668 1.9024
"25931" 6482.5 47.2397 22.5097 19.5793 6.6101 23.3604 1.9207
"25932" 6482.75 47.3678 22.4193 19.5956 6.6156 23.2461 1.9383
"25933" 6483 47.5161 22.3212 19.6043 6.6239 23.124 1.9553
"25934" 6483.25 47.6849 22.2152 19.6053 6.6349 22.9941 1.9716
"25935" 6483.5 47.8743 22.1016 19.5986 6.6486 22.8566 1.9871
"25936" 6483.75 48.0844 21.9805 19.5845 6.6651 22.7117 2.0002
"25937" 6484 48.315 21.8528 19.5634 6.6842 22.5602 2.0103
"25938" 6484.25 48.5657 21.7189 19.5357 6.706 22.4027 2.0171
"25939" 6484.5 48.8356 21.5795 19.502 6.7304 22.2399 2.0202
"25940" 6484.75 49.1241 21.4351 19.4628 6.757 22.0722 2.0192
"25941" 6485 49.3982 21.2883 19.4204 6.7862 21.9024 2.014
"25942" 6485.25 49.6086 21.1505 19.3858 6.819 21.742 2.0062
"25943" 6485.5 49.7794 21.0265 19.3553 6.8556 21.5959 1.9969
"25944" 6485.75 49.925 20.9186 19.3159 6.8957 21.4664 1.9868
"25945" 6486 50.0512 20.8269 19.2693 6.9386 21.3536 1.976
"25946" 6486.25 50.1601 20.7509 19.2164 6.9836 21.2568 1.9646
"25947" 6486.5 50.2534 20.6898 19.158 7.0301 21.1752 1.9528
"25948" 6486.75 50.3323 20.6426 19.0944 7.0774 21.1079 1.9405
"25949" 6487 50.3981 20.6086 19.0264 7.1249 21.0541 1.9278
"25950" 6487.25 50.4521 20.5872 18.9544 7.1721 21.013 1.9148
"25951" 6487.5 50.4951 20.5777 18.8787 7.2185 20.984 1.9014
"25952" 6487.75 50.5284 20.5794 18.7999 7.2636 20.9663 1.8879
"25953" 6488 50.5529 20.5916 18.7183 7.3068 20.9593 1.8741
"25954" 6488.25 50.5694 20.6139 18.6343 7.3479 20.9624 1.8602
"25955" 6488.5 50.5788 20.6457 18.5482 7.3865 20.975 1.8461
"25956" 6488.75 50.5819 20.6865 18.4603 7.4222 20.9966 1.832
"25957" 6489 50.5795 20.7357 18.3709 7.4546 21.0267 1.8178
"25958" 6489.25 50.5723 20.793 18.2803 7.4836 21.0647 1.8035
"25959" 6489.5 50.5609 20.8578 18.1888 7.5088 21.1102 1.7892
"25960" 6489.75 50.5459 20.9297 18.0964 7.5301 21.1628 1.7749
"25961" 6490 50.5278 21.0083 18.0036 7.5473 21.2219 1.7606
"25962" 6490.25 50.5073 21.0933 17.9103 7.5601 21.2872 1.7463
"25963" 6490.5 50.4848 21.1841 17.8169 7.5686 21.3583 1.7321
"25964" 6490.75 50.4607 21.2806 17.7235 7.5726 21.4348 1.718
"25965" 6491 50.4355 21.3822 17.6301 7.572 21.5163 1.704
"25966" 6491.25 50.4094 21.4887 17.537 7.5668 21.6025 1.69
"25967" 6491.5 50.383 21.5997 17.4442 7.557 21.693 1.6761
"25968" 6491.75 50.3576 21.7078 17.3522 7.5427 21.7879 1.6624
"25969" 6492 50.3282 21.805 17.2634 7.5248 21.8888 1.6491
"25970" 6492.25 50.2813 21.8943 17.1831 7.5043 21.9989 1.6366
"25971" 6492.5 50.2205 21.9775 17.1148 7.4817 22.119 1.6252
"25972" 6492.75 50.1478 22.0555 17.0598 7.4575 22.2485 1.6151
"25973" 6493 50.064 22.1285 17.0186 7.4318 22.3858 1.6063
"25974" 6493.25 49.9701 22.197 16.9915 7.4046 22.5294 1.5989
"25975" 6493.5 49.8667 22.2612 16.9785 7.3762 22.6775 1.5927
"25976" 6493.75 49.7544 22.3213 16.9797 7.3465 22.8284 1.5879
"25977" 6494 49.6339 22.3774 16.9952 7.3157 22.9803 1.5843
"25978" 6494.25 49.5058 22.43 17.0249 7.284 23.1313 1.5821
"25979" 6494.5 49.3709 22.4793 17.0688 7.2513 23.2797 1.5811
"25980" 6494.75 49.2297 22.5254 17.1269 7.2178 23.4236 1.5813
"25981" 6495 49.0829 22.5688 17.1992 7.1836 23.5611 1.5829
"25982" 6495.25 48.9313 22.6096 17.2855 7.1489 23.6904 1.5856
"25983" 6495.5 48.7755 22.6483 17.3859 7.1136 23.8095 1.5895
"25984" 6495.75 48.6161 22.685 17.5002 7.0779 23.9166 1.5947
"25985" 6496 48.4539 22.7202 17.6284 7.042 24.0098 1.601
"25986" 6496.25 48.2896 22.754 17.7703 7.0058 24.0873 1.6084
"25987" 6496.5 48.124 22.787 17.9224 6.9696 24.1474 1.617
"25988" 6496.75 47.9604 22.8208 18.0662 6.9337 24.1917 1.6269
"25989" 6497 47.8018 22.8568 18.2008 6.8987 24.2231 1.6383
"25990" 6497.25 47.6495 22.8948 18.3273 6.8646 24.2431 1.6512
"25991" 6497.5 47.5059 22.9258 18.4466 6.8319 24.2532 1.6658
"25992" 6497.75 47.3742 22.949 18.5601 6.801 24.2551 1.6819
"25993" 6498 47.2561 22.9646 18.6677 6.772 24.2491 1.6992
"25994" 6498.25 47.1529 22.9729 18.7697 6.7452 24.2353 1.7172
"25995" 6498.5 47.0651 22.9737 18.8657 6.7207 24.2138 1.7361
"25996" 6498.75 46.9937 22.9669 18.9557 6.6985 24.1844 1.7559
"25997" 6499 46.9391 22.9522 19.0391 6.6787 24.1467 1.7766
"25998" 6499.25 46.9021 22.9294 19.1159 6.6614 24.1007 1.7983
"25999" 6499.5 46.8833 22.8983 19.1855 6.6467 24.0461 1.8203
"26000" 6499.75 46.8834 22.8591 19.2483 6.6346 23.9832 1.8419
"26001" 6500 46.9028 22.8119 19.304 6.6252 23.9121 1.863
"26002" 6500.25 46.9416 22.7569 19.3528 6.6185 23.833 1.8835
"26003" 6500.5 47 22.6939 19.3945 6.6145 23.7458 1.9036
"26004" 6500.75 47.0782 22.6231 19.4289 6.6133 23.6505 1.923
"26005" 6501 47.1765 22.5444 19.456 6.6148 23.5473 1.9419
"26006" 6501.25 47.2949 22.4578 19.4758 6.619 23.4362 1.9601
"26007" 6501.5 47.4336 22.3634 19.488 6.626 23.3171 1.9777
"26008" 6501.75 47.5928 22.2611 19.4926 6.6357 23.1902 1.9946
"26009" 6502 47.7726 22.1511 19.4896 6.6481 23.0554 2.0108
"26010" 6502.25 47.9731 22.0334 19.4789 6.6634 22.913 2.0254
"26011" 6502.5 48.1943 21.9087 19.461 6.6813 22.7636 2.0371
"26012" 6502.75 48.436 21.7776 19.4364 6.702 22.6079 2.0456
"26013" 6503 48.6973 21.6406 19.4056 6.7252 22.4464 2.0505
"26014" 6503.25 48.9776 21.4985 19.3691 6.7509 22.2799 2.0515
"26015" 6503.5 49.2703 21.3519 19.3275 6.7789 22.1092 2.048
"26016" 6503.75 49.5065 21.2088 19.2883 6.81 21.9423 2.0411
"26017" 6504 49.6936 21.0783 19.2589 6.8449 21.7885 2.0324
"26018" 6504.25 49.8496 20.9629 19.2236 6.8835 21.6504 2.0224
"26019" 6504.5 49.9845 20.8639 19.1805 6.9253 21.5294 2.0118
"26020" 6504.75 50.1012 20.781 19.1307 6.9695 21.4249 2.0005
"26021" 6505 50.2015 20.7132 19.0751 7.0155 21.336 1.9887
"26022" 6505.25 50.2868 20.6598 19.0141 7.0625 21.2619 1.9764
"26023" 6505.5 50.3584 20.62 18.9485 7.1101 21.2018 1.9637
"26024" 6505.75 50.4176 20.5931 18.8786 7.1575 21.1548 1.9506
"26025" 6506 50.4654 20.5783 18.8049 7.2043 21.1202 1.9372
"26026" 6506.25 50.5029 20.575 18.7279 7.25 21.0974 1.9235
"26027" 6506.5 50.5312 20.5825 18.6479 7.2942 21.0856 1.9096
"26028" 6506.75 50.5511 20.6004 18.5654 7.3363 21.0842 1.8956
"26029" 6507 50.5635 20.628 18.4807 7.376 21.0927 1.8813
"26030" 6507.25 50.5692 20.6648 18.394 7.413 21.1104 1.867
"26031" 6507.5 50.5691 20.7103 18.3058 7.4469 21.1369 1.8526
"26032" 6507.75 50.5639 20.7639 18.2162 7.4774 21.1716 1.8381
"26033" 6508 50.5542 20.8253 18.1255 7.5042 21.214 1.8236
"26034" 6508.25 50.5406 20.8941 18.034 7.5272 21.2637 1.809
"26035" 6508.5 50.5238 20.9697 17.9418 7.5462 21.3202 1.7945
"26036" 6508.75 50.5042 21.0518 17.8493 7.5609 21.3831 1.78
"26037" 6509 50.4824 21.14 17.7564 7.5712 21.452 1.7656
"26038" 6509.25 50.4589 21.2339 17.6634 7.5771 21.5265 1.7512
"26039" 6509.5 50.434 21.3331 17.5705 7.5785 21.6061 1.7369
"26040" 6509.75 50.4082 21.4374 17.4778 7.5752 21.6907 1.7227
"26041" 6510 50.3819 21.5463 17.3853 7.5673 21.7797 1.7085
"26042" 6510.25 50.3554 21.6574 17.2934 7.5548 21.8729 1.6945
"26043" 6510.5 50.3305 21.7587 17.2032 7.5383 21.9713 1.6808
"26044" 6510.75 50.2902 21.8508 17.1191 7.5187 22.0776 1.6676
"26045" 6511 50.2348 21.9364 17.0459 7.4969 22.194 1.6556
"26046" 6511.25 50.1667 22.0163 16.9856 7.4733 22.3202 1.6448
"26047" 6511.5 50.0872 22.0913 16.9389 7.4481 22.4549 1.6353
"26048" 6511.75 49.9972 22.1616 16.9061 7.4215 22.5967 1.6272
"26049" 6512 49.8975 22.2274 16.8873 7.3935 22.7437 1.6204
"26050" 6512.25 49.7886 22.289 16.8828 7.3643 22.8943 1.6149
"26051" 6512.5 49.6713 22.3466 16.8923 7.3339 23.0466 1.6108
"26052" 6512.75 49.5462 22.4006 16.9161 7.3025 23.1988 1.6079
"26053" 6513 49.4138 22.4511 16.954 7.2702 23.3492 1.6064
"26054" 6513.25 49.275 22.4984 17.0061 7.237 23.4958 1.6061
"26055" 6513.5 49.1304 22.5428 17.0723 7.203 23.6367 1.6072
"26056" 6513.75 48.9807 22.5846 17.1525 7.1685 23.7702 1.6095
"26057" 6514 48.8265 22.6241 17.2467 7.1333 23.8943 1.613
"26058" 6514.25 48.6685 22.6615 17.3549 7.0978 24.0071 1.6177
"26059" 6514.5 48.5074 22.6973 17.4769 7.0619 24.1067 1.6236
"26060" 6514.75 48.344 22.7316 17.6126 7.0258 24.1913 1.6307
"26061" 6515 48.1789 22.7649 17.7618 6.9896 24.259 1.639
"26062" 6515.25 48.0141 22.7981 17.9091 6.9535 24.3096 1.6485
"26063" 6515.5 47.8535 22.8332 18.0467 6.9181 24.3464 1.6595
"26064" 6515.75 47.6987 22.871 18.1757 6.8836 24.3711 1.672
"26065" 6516 47.5513 22.9057 18.2971 6.8503 24.3852 1.6861
"26066" 6516.25 47.4147 22.9321 18.4123 6.8186 24.3904 1.7018
"26067" 6516.5 47.2912 22.9507 18.5217 6.7888 24.3875 1.719
"26068" 6516.75 47.1821 22.962 18.6254 6.7611 24.3769 1.737
"26069" 6517 47.0883 22.9658 18.7233 6.7357 24.3584 1.7559
"26070" 6517.25 47.0106 22.9621 18.8152 6.7126 24.3319 1.7756
"26071" 6517.5 46.9495 22.9505 18.9007 6.6918 24.2973 1.7962
"26072" 6517.75 46.9058 22.9308 18.9796 6.6736 24.2543 1.8179
"26073" 6518 46.8802 22.9028 19.0516 6.6579 24.2026 1.8403
"26074" 6518.25 46.8734 22.8666 19.1165 6.6448 24.1424 1.8624
"26075" 6518.5 46.8857 22.8224 19.1745 6.6344 24.074 1.884
"26076" 6518.75 46.9175 22.7702 19.2255 6.6268 23.9973 1.9051
"26077" 6519 46.969 22.7101 19.2695 6.6218 23.9125 1.9256
"26078" 6519.25 47.0403 22.6421 19.3063 6.6196 23.8196 1.9456
"26079" 6519.5 47.1316 22.5661 19.3358 6.6202 23.7186 1.9649
"26080" 6519.75 47.2431 22.4823 19.3579 6.6234 23.6095 1.9837
"26081" 6520 47.3749 22.3905 19.3726 6.6295 23.4925 2.0018
"26082" 6520.25 47.5273 22.2909 19.3798 6.6383 23.3674 2.0192
"26083" 6520.5 47.7002 22.1835 19.3793 6.6499 23.2345 2.0358
"26084" 6520.75 47.894 22.0683 19.3711 6.6642 23.0937 2.0514
"26085" 6521 48.1086 21.9458 19.3556 6.6813 22.9457 2.0642
"26086" 6521.25 48.3438 21.8167 19.3333 6.7012 22.791 2.074
"26087" 6521.5 48.599 21.6815 19.3046 6.7236 22.6304 2.0802
"26088" 6521.75 48.8735 21.541 19.27 6.7486 22.4645 2.0825
"26089" 6522 49.1663 21.3957 19.2301 6.7759 22.2939 2.0805
"26090" 6522.25 49.4256 21.2499 19.1889 6.8059 22.1232 2.0744
"26091" 6522.5 49.6262 21.1152 19.1574 6.8397 21.964 2.066
"26092" 6522.75 49.7908 20.9947 19.1254 6.8773 21.8199 2.0563
"26093" 6523 49.9322 20.8906 19.0849 6.9181 21.6927 2.0457
"26094" 6523.25 50.0545 20.8027 19.0375 6.9617 21.5825 2.0344
"26095" 6523.5 50.16 20.7303 18.984 7.0072 21.4882 2.0226
"26096" 6523.75 50.2499 20.6725 18.9251 7.0541 21.4091 2.0103
"26097" 6524 50.3258 20.6285 18.8612 7.1015 21.3443 1.9975
"26098" 6524.25 50.3888 20.5976 18.793 7.1491 21.293 1.9843
"26099" 6524.5 50.44 20.5791 18.7209 7.1962 21.2544 1.9708
"26100" 6524.75 50.4806 20.5723 18.6453 7.2423 21.2278 1.957
"26101" 6525 50.5116 20.5765 18.5667 7.287 21.2126 1.943
"26102" 6525.25 50.534 20.5912 18.4854 7.3297 21.208 1.9288
"26103" 6525.5 50.5485 20.6158 18.4017 7.3702 21.2135 1.9144
"26104" 6525.75 50.5562 20.6498 18.3161 7.4081 21.2284 1.8998
"26105" 6526 50.5578 20.6926 18.2288 7.4429 21.2524 1.8852
"26106" 6526.25 50.5539 20.7437 18.1401 7.4744 21.2847 1.8705
"26107" 6526.5 50.5454 20.8027 18.0502 7.5024 21.325 1.8558
"26108" 6526.75 50.5329 20.8692 17.9594 7.5265 21.3727 1.841
"26109" 6527 50.5169 20.9426 17.8679 7.5467 21.4274 1.8263
"26110" 6527.25 50.4981 21.0227 17.7759 7.5626 21.4886 1.8115
"26111" 6527.5 50.4768 21.1089 17.6836 7.5743 21.556 1.7969
"26112" 6527.75 50.4537 21.201 17.5912 7.5814 21.6292 1.7822
"26113" 6528 50.4291 21.2985 17.4987 7.584 21.7076 1.7677
"26114" 6528.25 50.4035 21.4011 17.4064 7.5821 21.7911 1.7532
"26115" 6528.5 50.3772 21.5085 17.3144 7.5755 21.8791 1.7388
"26116" 6528.75 50.3505 21.62 17.2227 7.5643 21.9715 1.7246
"26117" 6529 50.326 21.7244 17.1323 7.5488 22.0685 1.7105
"26118" 6529.25 50.2908 21.8187 17.0463 7.5299 22.1726 1.6969
"26119" 6529.5 50.2391 21.9058 16.9701 7.5086 22.2864 1.6843
"26120" 6529.75 50.1742 21.9871 16.9064 7.4855 22.4104 1.673
"26121" 6530 50.0976 22.0633 16.8561 7.4607 22.5434 1.663
"26122" 6530.25 50.0103 22.1348 16.8196 7.4344 22.6839 1.6544
"26123" 6530.5 49.9131 22.2017 16.7971 7.4067 22.8302 1.6471
"26124" 6530.75 49.8065 22.2643 16.7887 7.3778 22.9806 1.6412
"26125" 6531 49.6913 22.3229 16.7943 7.3477 23.1332 1.6366
"26126" 6531.25 49.5681 22.3778 16.8141 7.3165 23.2863 1.6334
"26127" 6531.5 49.4375 22.4291 16.848 7.2844 23.438 1.6315
"26128" 6531.75 49.3004 22.4772 16.8961 7.2513 23.5864 1.6309
"26129" 6532 49.1572 22.5223 16.9581 7.2175 23.7297 1.6316
"26130" 6532.25 49.0087 22.5647 17.0342 7.1831 23.866 1.6335
"26131" 6532.5 48.8556 22.6047 17.1242 7.1481 23.9934 1.6368
"26132" 6532.75 48.6987 22.6427 17.2282 7.1126 24.1101 1.6413
"26133" 6533 48.5384 22.6788 17.3459 7.0768 24.214 1.647
"26134" 6533.25 48.3757 22.7135 17.4773 7.0407 24.3033 1.6539
"26135" 6533.5 48.2111 22.7471 17.6224 7.0045 24.3761 1.662
"26136" 6533.75 48.0459 22.7802 17.7717 6.9683 24.4315 1.6713
"26137" 6534 47.8841 22.8147 17.911 6.9327 24.4721 1.682
"26138" 6534.25 47.7279 22.8518 18.0416 6.8979 24.5002 1.6943
"26139" 6534.5 47.5784 22.8886 18.1643 6.8643 24.5171 1.7081
"26140" 6534.75 47.4389 22.9171 18.2805 6.8321 24.5247 1.7237
"26141" 6535 47.3119 22.9378 18.3909 6.8018 24.524 1.7408
"26142" 6535.25 47.1991 22.9511 18.4956 6.7735 24.5154 1.7589
"26143" 6535.5 47.1015 22.9569 18.5945 6.7475 24.4988 1.7778
"26144" 6535.75 47.0197 22.9551 18.6874 6.7238 24.4743 1.7976
"26145" 6536 46.9546 22.9455 18.7741 6.7024 24.4416 1.8184
"26146" 6536.25 46.9067 22.9279 18.8542 6.6836 24.4005 1.8401
"26147" 6536.5 46.8768 22.9019 18.9274 6.6672 24.3506 1.8628
"26148" 6536.75 46.8655 22.8676 18.9936 6.6535 24.2921 1.8853
"26149" 6537 46.8735 22.8253 19.0529 6.6425 24.2252 1.9074
"26150" 6537.25 46.9009 22.7749 19.1052 6.6343 24.15 1.9289
"26151" 6537.5 46.9481 22.7166 19.1505 6.6287 24.0665 1.9498
"26152" 6537.75 47.0151 22.6503 19.1886 6.6259 23.9748 1.9702
"26153" 6538 47.1022 22.5761 19.2195 6.6259 23.875 1.99
"26154" 6538.25 47.2095 22.4939 19.2431 6.6286 23.767 2.0092
"26155" 6538.5 47.3372 22.4038 19.2592 6.6341 23.6509 2.0277
"26156" 6538.75 47.4855 22.3058 19.2678 6.6424 23.5268 2.0455
"26157" 6539 47.6544 22.1999 19.2688 6.6534 23.3947 2.0625
"26158" 6539.25 47.8442 22.0862 19.2622 6.6673 23.2546 2.0786
"26159" 6539.5 48.0549 21.9651 19.2481 6.6839 23.107 2.0922
"26160" 6539.75 48.2863 21.8372 19.2271 6.7033 22.9526 2.1028
"26161" 6540 48.538 21.7031 19.1997 6.7253 22.7921 2.1098
"26162" 6540.25 48.8091 21.5636 19.1664 6.7498 22.6262 2.1129
"26163" 6540.5 49.0988 21.4191 19.1276 6.7768 22.4555 2.1117
"26164" 6540.75 49.3714 21.2726 19.0861 6.8063 22.2828 2.1062
"26165" 6541 49.5808 21.1354 19.0526 6.8394 22.1202 2.098
"26166" 6541.25 49.7511 21.0122 19.0226 6.8763 21.9723 2.0883
"26167" 6541.5 49.8964 20.9051 18.9838 6.9167 21.8413 2.0777
"26168" 6541.75 50.0222 20.8144 18.9379 6.9599 21.7274 2.0664
"26169" 6542 50.1307 20.7393 18.8858 7.0052 21.6298 2.0545
"26170" 6542.25 50.2234 20.6789 18.8281 7.0519 21.5475 2.0421
"26171" 6542.5 50.3017 20.6325 18.7655 7.0993 21.4799 2.0292
"26172" 6542.75 50.367 20.5994 18.6985 7.1469 21.4259 2.0159
"26173" 6543 50.4202 20.5788 18.6274 7.1942 21.3849 2.0023
"26174" 6543.25 50.4626 20.5699 18.5528 7.2405 21.3561 1.9883
"26175" 6543.5 50.4952 20.5723 18.4751 7.2854 21.3388 1.9741
"26176" 6543.75 50.5189 20.5852 18.3947 7.3286 21.3323 1.9597
"26177" 6544 50.5347 20.608 18.3119 7.3695 21.3361 1.9451
"26178" 6544.25 50.5435 20.6404 18.2271 7.4078 21.3495 1.9304
"26179" 6544.5 50.546 20.6816 18.1405 7.4431 21.372 1.9156
"26180" 6544.75 50.543 20.7313 18.0525 7.4752 21.403 1.9007
"26181" 6545 50.5351 20.7889 17.9633 7.5037 21.4422 1.8857
"26182" 6545.25 50.5231 20.8541 17.8731 7.5285 21.4888 1.8708
"26183" 6545.5 50.5076 20.9263 17.7822 7.5493 21.5426 1.8558
"26184" 6545.75 50.4891 21.0051 17.6908 7.5659 21.603 1.8408
"26185" 6546 50.4681 21.0902 17.599 7.5782 21.6697 1.8259
"26186" 6546.25 50.4452 21.1812 17.5071 7.586 21.7422 1.8111
"26187" 6546.5 50.4208 21.2777 17.4151 7.5893 21.8201 1.7963
"26188" 6546.75 50.3953 21.3793 17.3233 7.588 21.9031 1.7816
"26189" 6547 50.369 21.4858 17.2317 7.5821 21.9908 1.767
"26190" 6547.25 50.3423 21.5966 17.1404 7.5716 22.0828 1.7525
"26191" 6547.5 50.3172 21.7027 17.0502 7.5566 22.1794 1.7382
"26192" 6547.75 50.2847 21.7982 16.9636 7.5381 22.2825 1.7243
"26193" 6548 50.235 21.8861 16.8862 7.5171 22.3952 1.7113
"26194" 6548.25 50.1717 21.9682 16.8209 7.4942 22.5182 1.6996
"26195" 6548.5 50.0966 22.045 16.7689 7.4696 22.6504 1.6893
"26196" 6548.75 50.0106 22.117 16.7306 7.4435 22.7904 1.6803
"26197" 6549 49.9146 22.1844 16.7062 7.4159 22.9366 1.6727
"26198" 6549.25 49.8091 22.2475 16.6958 7.3871 23.0871 1.6665
"26199" 6549.5 49.6949 22.3065 16.6995 7.3571 23.2401 1.6617
"26200" 6549.75 49.5727 22.3618 16.7173 7.326 23.3939 1.6582
"26201" 6550 49.443 22.4135 16.7491 7.294 23.5465 1.6561
"26202" 6550.25 49.3066 22.4619 16.795 7.261 23.6961 1.6553
"26203" 6550.5 49.1642 22.5074 16.8549 7.2273 23.8409 1.6558
"26204" 6550.75 49.0163 22.5501 16.9287 7.1929 23.9789 1.6577
"26205" 6551 48.8638 22.5904 17.0164 7.1579 24.1082 1.6608
"26206" 6551.25 48.7073 22.6286 17.118 7.1225 24.227 1.6652
"26207" 6551.5 48.5476 22.6649 17.2334 7.0867 24.3333 1.6708
"26208" 6551.75 48.3852 22.6998 17.3623 7.0506 24.4252 1.6777
"26209" 6552 48.2209 22.7336 17.5049 7.0144 24.5008 1.6858
"26210" 6552.25 48.0558 22.7667 17.6543 6.9781 24.5588 1.695
"26211" 6552.5 47.8936 22.801 17.7941 6.9424 24.6015 1.7057
"26212" 6552.75 47.7367 22.8378 17.9252 6.9075 24.6315 1.718
"26213" 6553 47.5864 22.8753 18.0484 6.8737 24.65 1.7319
"26214" 6553.25 47.4455 22.9049 18.1648 6.8413 24.6589 1.7474
"26215" 6553.5 47.317 22.9267 18.2754 6.8107 24.6594 1.7646
"26216" 6553.75 47.2025 22.941 18.3802 6.7822 24.6517 1.7829
"26217" 6554 47.1031 22.9477 18.4793 6.7559 24.6362 1.802
"26218" 6554.25 47.0195 22.9469 18.5725 6.7319 24.6126 1.822
"26219" 6554.5 46.9526 22.9383 18.6595 6.7103 24.5807 1.8429
"26220" 6554.75 46.9028 22.9216 18.7399 6.6911 24.5403 1.8648
"26221" 6555 46.871 22.8966 18.8135 6.6745 24.4911 1.8878
"26222" 6555.25 46.8579 22.8632 18.88 6.6605 24.4332 1.9107
"26223" 6555.5 46.864 22.8216 18.9396 6.6493 24.3667 1.9331
"26224" 6555.75 46.8897 22.772 18.9923 6.6408 24.2919 1.955
"26225" 6556 46.9352 22.7145 19.038 6.635 24.2087 1.9763
"26226" 6556.25 47.0006 22.6489 19.0765 6.632 24.1172 1.9971
"26227" 6556.5 47.0861 22.5753 19.1078 6.6317 24.0175 2.0172
"26228" 6556.75 47.1919 22.4937 19.1318 6.6342 23.9095 2.0367
"26229" 6557 47.3182 22.4042 19.1484 6.6395 23.7934 2.0555
"26230" 6557.25 47.4651 22.3068 19.1575 6.6476 23.6691 2.0736
"26231" 6557.5 47.6327 22.2015 19.159 6.6585 23.5367 2.0909
"26232" 6557.75 47.8213 22.0882 19.1528 6.6722 23.3963 2.1074
"26233" 6558 48.0308 21.9675 19.1392 6.6887 23.2483 2.1214
"26234" 6558.25 48.2612 21.84 19.1187 6.708 23.0934 2.1322
"26235" 6558.5 48.5119 21.7063 19.0918 6.7299 22.9323 2.1396
"26236" 6558.75 48.7822 21.567 19.0589 6.7544 22.7656 2.143
"26237" 6559 49.071 21.4229 19.0207 6.7813 22.5941 2.142
"26238" 6559.25 49.3471 21.2762 18.9793 6.8106 22.4203 2.1366
"26239" 6559.5 49.5594 21.1384 18.9454 6.8436 22.2561 2.1284
"26240" 6559.75 49.7315 21.0145 18.9161 6.8804 22.1066 2.1187
"26241" 6560 49.8781 20.9067 18.8779 6.9207 21.974 2.108
"26242" 6560.25 50.005 20.8152 18.8327 6.9638 21.8586 2.0966
"26243" 6560.5 50.1144 20.7393 18.7812 7.0091 21.7596 2.0845
"26244" 6560.75 50.2079 20.6783 18.7242 7.0558 21.6763 2.0719
"26245" 6561 50.287 20.6313 18.6622 7.1032 21.6075 2.0589
"26246" 6561.25 50.3528 20.5976 18.5957 7.1509 21.5527 2.0454
"26247" 6561.5 50.4066 20.5764 18.5252 7.1981 21.5108 2.0316
"26248" 6561.75 50.4494 20.5671 18.4512 7.2445 21.4813 2.0175
