"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9"
"4147" 1036.5 20.2758 22.4385 11.7815 3.4183 4.2025 0.2626 0.1278 0 0
"4148" 1036.75 20.1936 22.8376 11.5951 3.3525 4.1987 0.2589 0.1286 0 0
"4149" 1037 20.0787 23.3058 11.3957 3.2836 4.1877 0.255 0.1292 0 0
"4150" 1037.25 19.9255 23.8545 11.1815 3.2112 4.1683 0.2507 0.1295 0 0
"4151" 1037.5 19.7278 24.4969 10.95 3.1347 4.139 0.2459 0.1295 0 0
"4152" 1037.75 19.4782 25.2489 10.6986 3.0534 4.0981 0.2407 0.1291 0 0
"4153" 1038 19.1676 26.1292 10.4243 2.9665 4.0435 0.2349 0.1282 0 0
"4154" 1038.25 18.8066 27.0404 10.1323 2.8756 3.9774 0.2287 0.1269 0 0
"4155" 1038.5 18.434 27.9373 9.8405 2.7854 3.9083 0.2224 0.1254 0 0
"4156" 1038.75 18.0573 28.8331 9.5522 2.6967 3.8379 0.2162 0.1239 0 0
"4157" 1039 17.6776 29.7274 9.2677 2.6097 3.7663 0.2101 0.1223 0 0
"4158" 1039.25 17.2958 30.6189 8.9875 2.5243 3.6939 0.204 0.1206 0 0
"4159" 1039.5 16.9125 31.5062 8.7116 2.4407 3.6206 0.1981 0.1189 0 0
"4160" 1039.75 16.5503 32.2457 8.4494 2.3612 3.5516 0.1924 0.1173 0 0
"4161" 1040 16.2679 32.7651 8.225 2.292 3.5002 0.1876 0.1163 0 0
"4162" 1040.25 16.0655 33.1422 8.0376 2.2329 3.4663 0.1836 0.116 0 0
"4163" 1040.5 15.9257 33.4229 7.8794 2.1818 3.4464 0.1803 0.1161 0 0
"4164" 1040.75 15.8137 33.6392 7.744 2.137 3.4374 0.1776 0.1167 0 0
"4165" 1041 15.6894 33.8203 7.6326 2.0987 3.4404 0.1754 0.1177 0 0
"4166" 1041.25 15.5566 33.9784 7.5454 2.0669 3.4559 0.1737 0.1188 0 0
"4167" 1041.5 15.4172 34.1175 7.4806 2.0412 3.4836 0.1726 0.1199 0 0
"4168" 1041.75 15.2723 34.2393 7.4369 2.021 3.523 0.172 0.1209 0 0
"4169" 1042 15.1225 34.3452 7.4126 2.006 3.5738 0.1718 0.1219 0 0
"4170" 1042.25 14.9684 34.4361 7.4066 1.9957 3.6358 0.1721 0.1228 0 0
"4171" 1042.5 14.8106 34.5128 7.4178 1.9899 3.7088 0.1728 0.1236 0 0
"4172" 1042.75 14.6496 34.576 7.4452 1.9882 3.7929 0.1739 0.1245 0 0
"4173" 1043 14.4856 34.6264 7.4881 1.9905 3.8881 0.1753 0.1252 0 0
"4174" 1043.25 14.3192 34.6647 7.5457 1.9964 3.9944 0.1767 0.126 0 0
"4175" 1043.5 14.1507 34.6918 7.6176 2.0045 4.1121 0.1781 0.1267 0 0
"4176" 1043.75 13.9806 34.7083 7.7037 2.012 4.2416 0.1794 0.1273 0 0
"4177" 1044 13.809 34.7144 7.8042 2.019 4.3837 0.1807 0.128 0 0
"4178" 1044.25 13.636 34.7099 7.9193 2.0254 4.5391 0.182 0.1285 0 0
"4179" 1044.5 13.4616 34.6948 8.0493 2.0312 4.7086 0.1831 0.1291 0 0
"4180" 1044.75 13.2859 34.6687 8.1945 2.0363 4.893 0.1843 0.1296 0 0
"4181" 1045 13.1088 34.6315 8.3552 2.0407 5.0933 0.1853 0.1301 0 0
"4182" 1045.25 12.9304 34.5827 8.5317 2.0445 5.3104 0.1864 0.1305 0 0
"4183" 1045.5 12.7508 34.5221 8.7245 2.0475 5.5455 0.1873 0.1309 0 0
"4184" 1045.75 12.5698 34.4495 8.9339 2.0498 5.7974 0.1882 0.1312 0 0
"4185" 1046 12.3877 34.3649 9.1612 2.0513 6.0311 0.189 0.1315 0 0
"4186" 1046.25 12.2046 34.2683 9.409 2.0521 6.2308 0.1897 0.1317 0 0
"4187" 1046.5 12.0201 34.1583 9.6803 2.052 6.3933 0.1904 0.1319 0 0
"4188" 1046.75 11.8338 34.0332 9.9783 2.0509 6.5175 0.191 0.132 0 0
"4189" 1047 11.6468 33.8964 10.2791 2.0491 6.6047 0.1915 0.132 0 0
"4190" 1047.25 11.4666 33.7732 10.5377 2.0482 6.6629 0.1921 0.1322 0 0
"4191" 1047.5 11.295 33.6708 10.764 2.0485 6.7 0.1928 0.1324 0 0
"4192" 1047.75 11.1307 33.586 10.9664 2.0498 6.7218 0.1936 0.1326 0 0
"4193" 1048 10.9725 33.5142 11.1519 2.0521 6.7325 0.1945 0.133 0 0
"4194" 1048.25 10.8189 33.4517 11.3254 2.0548 6.7353 0.1955 0.1333 0 0
"4195" 1048.5 10.6693 33.3955 11.4905 2.058 6.7325 0.1965 0.1337 0 0
"4196" 1048.75 10.5227 33.3434 11.6501 2.0615 6.7257 0.1975 0.1341 0 0
"4197" 1049 10.3788 33.2938 11.8059 2.0651 6.7158 0.1986 0.1345 0 0
"4198" 1049.25 10.2373 33.2456 11.9592 2.0688 6.7038 0.1996 0.135 0 0
"4199" 1049.5 10.0985 33.1933 12.1112 2.0727 6.6902 0.2007 0.1354 0 0
"4200" 1049.75 9.9636 33.1354 12.2628 2.0772 6.6755 0.2019 0.1359 0 0
"4201" 1050 9.8336 33.0726 12.414 2.0824 6.6598 0.2031 0.1364 0 0
"4202" 1050.25 9.7089 33.0044 12.5648 2.0886 6.643 0.2045 0.137 0 0
"4203" 1050.5 9.5902 32.9306 12.7149 2.096 6.6252 0.206 0.1377 0 0
"4204" 1050.75 9.4781 32.8508 12.864 2.1048 6.6061 0.2076 0.1385 0 0
"4205" 1051 9.3733 32.7643 13.0117 2.1152 6.5857 0.2094 0.1393 0 0
"4206" 1051.25 9.2764 32.6708 13.1578 2.1276 6.564 0.2114 0.1402 0 0
"4207" 1051.5 9.1882 32.5698 13.3019 2.1422 6.5408 0.2137 0.141 0 0
"4208" 1051.75 9.1095 32.4608 13.4436 2.1594 6.5159 0.2162 0.1418 0 0
"4209" 1052 9.0412 32.343 13.5825 2.1795 6.4894 0.2191 0.1425 0 0
"4210" 1052.25 8.9841 32.216 13.718 2.2029 6.461 0.2223 0.1432 0 0
"4211" 1052.5 8.9393 32.0789 13.8497 2.2301 6.4307 0.2259 0.1438 0 0
"4212" 1052.75 8.9077 31.9311 13.977 2.2616 6.3982 0.23 0.1444 0 0
"4213" 1053 8.8907 31.7717 14.0991 2.2978 6.3635 0.2346 0.145 0 0
"4214" 1053.25 8.8894 31.5999 14.2155 2.3395 6.3263 0.2399 0.1454 0 0
"4215" 1053.5 8.9051 31.4147 14.3253 2.3873 6.2865 0.2457 0.1458 0 0
"4216" 1053.75 8.9397 31.2154 14.4279 2.4419 6.2439 0.2516 0.1461 0 0
"4217" 1054 8.9949 31.0011 14.5224 2.5044 6.1984 0.2575 0.1464 0 0
"4218" 1054.25 9.0729 30.7708 14.608 2.5756 6.1498 0.2633 0.1465 0 0
"4219" 1054.5 9.1757 30.5231 14.6834 2.6569 6.0977 0.269 0.1465 0 0
"4220" 1054.75 9.3062 30.2563 14.7473 2.7495 6.0418 0.2746 0.1465 0 0
"4221" 1055 9.4672 29.9687 14.7981 2.8549 5.9819 0.28 0.1463 0 0
"4222" 1055.25 9.6622 29.6582 14.8342 2.9749 5.9175 0.2852 0.1459 0 0
"4223" 1055.5 9.8951 29.3225 14.8536 3.1115 5.8482 0.2901 0.1454 0 0
"4224" 1055.75 10.1706 28.9586 14.8538 3.2673 5.7733 0.2947 0.1448 0 0
"4225" 1056 10.494 28.5654 14.8334 3.4333 5.6927 0.2989 0.1439 0 0
"4226" 1056.25 10.8711 28.1465 14.7938 3.5967 5.6071 0.3027 0.1429 0 0
"4227" 1056.5 11.3073 27.7032 14.7352 3.7546 5.5167 0.306 0.1417 0 0
"4228" 1056.75 11.8082 27.2354 14.6567 3.9033 5.4215 0.3089 0.1403 0 0
"4229" 1057 12.3803 26.7426 14.5574 4.0389 5.3215 0.3113 0.1388 0 0
"4230" 1057.25 13.0168 26.2259 14.4372 4.1565 5.2169 0.3132 0.1371 0 0
"4231" 1057.5 13.6293 25.7089 14.3112 4.2546 5.1122 0.3149 0.1353 0 0
"4232" 1057.75 14.1969 25.2169 14.1963 4.3344 5.0126 0.3169 0.1336 0 0
"4233" 1058 14.7191 24.7564 14.0973 4.3973 4.9193 0.3193 0.1322 0 0
"4234" 1058.25 15.1965 24.3282 14.0152 4.4445 4.8324 0.3222 0.1308 0 0
"4235" 1058.5 15.6318 23.931 13.95 4.4777 4.7518 0.3255 0.1296 0 0
"4236" 1058.75 16.0283 23.5625 13.9006 4.4987 4.6768 0.3292 0.1286 0 0
"4237" 1059 16.3904 23.2203 13.8659 4.5093 4.6072 0.3324 0.1277 0 0
"4238" 1059.25 16.7226 22.9019 13.8446 4.5111 4.5422 0.3349 0.1269 0 0
"4239" 1059.5 17.0289 22.6043 13.8352 4.5056 4.4814 0.3368 0.1263 0 0
"4240" 1059.75 17.3133 22.3247 13.8361 4.4941 4.4242 0.3383 0.1257 0 0
"4241" 1060 17.5791 22.0608 13.843 4.4776 4.3702 0.3394 0.1252 0 0
"4242" 1060.25 17.8307 21.8153 13.8404 4.4573 4.3198 0.3401 0.1248 0 0
"4243" 1060.5 18.0705 21.5921 13.8275 4.4339 4.2739 0.3406 0.1245 0 0
"4244" 1060.75 18.2989 21.3923 13.8049 4.4078 4.2325 0.3409 0.1244 0 0
"4245" 1061 18.5157 21.2161 13.7729 4.3789 4.1959 0.3409 0.1244 0 0
"4246" 1061.25 18.7207 21.0636 13.7317 4.3475 4.164 0.3407 0.1246 0 0
"4247" 1061.5 18.9137 20.9348 13.6817 4.3136 4.1367 0.3403 0.1249 0 0
"4248" 1061.75 19.0945 20.8297 13.623 4.2773 4.1141 0.3396 0.1253 0 0
"4249" 1062 19.2628 20.7482 13.5559 4.2388 4.0962 0.3387 0.1259 0 0
"4250" 1062.25 19.4186 20.6902 13.4807 4.1981 4.0829 0.3376 0.1267 0 0
"4251" 1062.5 19.5617 20.6557 13.3976 4.1553 4.0743 0.3363 0.1276 0 0
"4252" 1062.75 19.6919 20.6444 13.3068 4.1106 4.0701 0.3347 0.1287 0 0
"4253" 1063 19.8092 20.6562 13.2087 4.0641 4.0706 0.333 0.13 0 0
"4254" 1063.25 19.9133 20.6911 13.1034 4.0158 4.0755 0.3311 0.1314 0 0
"4255" 1063.5 20.0042 20.7488 12.9913 3.9659 4.0849 0.329 0.133 0 0
"4256" 1063.75 20.0818 20.8293 12.8726 3.9144 4.0988 0.3267 0.1348 0 0
"4257" 1064 20.146 20.9325 12.7475 3.8614 4.1171 0.3242 0.1367 0 0
"4258" 1064.25 20.1968 21.0582 12.6162 3.8071 4.1395 0.3216 0.1386 0 0
"4259" 1064.5 20.2342 21.2081 12.4793 3.7515 4.1611 0.3188 0.1405 0 0
"4260" 1064.75 20.2576 21.3865 12.3364 3.6946 4.1798 0.3158 0.1422 0 0
"4261" 1065 20.2651 21.5982 12.187 3.6363 4.1952 0.3126 0.1438 0 0
"4262" 1065.25 20.2541 21.8485 12.0301 3.5763 4.2066 0.3092 0.1453 0 0
"4263" 1065.5 20.2219 22.1436 11.8646 3.5143 4.2136 0.3056 0.1467 0 0
"4264" 1065.75 20.1651 22.4907 11.6892 3.4501 4.2151 0.3017 0.1479 0 0
"4265" 1066 20.0797 22.898 11.5024 3.3831 4.2105 0.2974 0.1488 0 0
"4266" 1066.25 19.961 23.3757 11.3025 3.313 4.1985 0.2928 0.1495 0 0
"4267" 1066.5 19.8036 23.9351 11.0876 3.2393 4.1779 0.2878 0.1498 0 0
"4268" 1066.75 19.6011 24.5901 10.8553 3.1613 4.1472 0.2823 0.1497 0 0
"4269" 1067 19.3458 25.3568 10.6029 3.0785 4.1047 0.2762 0.1492 0 0
"4270" 1067.25 19.029 26.2509 10.3272 2.9899 4.0481 0.2694 0.1481 0 0
"4271" 1067.5 18.667 27.1579 10.0364 2.8979 3.9812 0.2623 0.1465 0 0
"4272" 1067.75 18.2956 28.0547 9.7467 2.8068 3.9117 0.2551 0.1448 0 0
"4273" 1068 17.9203 28.9505 9.4605 2.7172 3.8408 0.2479 0.143 0 0
"4274" 1068.25 17.5422 29.8446 9.1782 2.6294 3.7689 0.2409 0.1412 0 0
"4275" 1068.5 17.162 30.7357 8.9001 2.5432 3.6961 0.2339 0.1392 0 0
"4276" 1068.75 16.7807 31.6183 8.6265 2.4588 3.6226 0.2271 0.1372 0 0
"4277" 1069 16.4314 32.312 8.3711 2.3798 3.5559 0.2207 0.1355 0 0
"4278" 1069.25 16.1651 32.8031 8.1546 2.3117 3.5075 0.2153 0.1345 0 0
"4279" 1069.5 15.9757 33.1614 7.9737 2.2534 3.4763 0.2109 0.1342 0 0
"4280" 1069.75 15.8456 33.4293 7.8204 2.2028 3.4583 0.2072 0.1345 0 0
"4281" 1070 15.7326 33.6379 7.6895 2.1585 3.4512 0.2042 0.1352 0 0
"4282" 1070.25 15.6072 33.8147 7.5828 2.1208 3.4564 0.2017 0.1364 0 0
"4283" 1070.5 15.4738 33.9693 7.4998 2.0897 3.4741 0.2 0.1377 0 0
"4284" 1070.75 15.3339 34.1051 7.439 2.0646 3.5038 0.1988 0.1389 0 0
"4285" 1071 15.1886 34.224 7.3986 2.045 3.5452 0.1982 0.1401 0 0
"4286" 1071.25 15.0386 34.3269 7.3775 2.0306 3.5981 0.1981 0.1412 0 0
"4287" 1071.5 14.8843 34.415 7.3743 2.0209 3.6621 0.1985 0.1422 0 0
"4288" 1071.75 14.7265 34.4891 7.3879 2.0157 3.7372 0.1993 0.1432 0 0
"4289" 1072 14.5654 34.5497 7.4175 2.0146 3.8233 0.2006 0.1442 0 0
"4290" 1072.25 14.4015 34.5976 7.4623 2.0174 3.9204 0.2023 0.1451 0 0
"4291" 1072.5 14.2353 34.6336 7.5217 2.0238 4.0288 0.2039 0.1459 0 0
"4292" 1072.75 14.0671 34.6585 7.595 2.032 4.1486 0.2055 0.1467 0 0
"4293" 1073 13.8973 34.6731 7.6825 2.0396 4.2803 0.207 0.1475 0 0
"4294" 1073.25 13.7261 34.6773 7.7843 2.0466 4.4247 0.2085 0.1482 0 0
"4295" 1073.5 13.5536 34.6712 7.9005 2.0529 4.5824 0.2099 0.1488 0 0
"4296" 1073.75 13.3797 34.6544 8.0315 2.0587 4.7544 0.2112 0.1495 0 0
"4297" 1074 13.2045 34.6268 8.1775 2.0637 4.9413 0.2125 0.1501 0 0
"4298" 1074.25 13.028 34.5881 8.3389 2.0681 5.1443 0.2138 0.1506 0 0
"4299" 1074.5 12.8503 34.538 8.5159 2.0718 5.3641 0.2149 0.1511 0 0
"4300" 1074.75 12.6714 34.4763 8.709 2.0748 5.6021 0.216 0.1515 0 0
"4301" 1075 12.4912 34.4026 8.9186 2.0771 5.8536 0.217 0.1519 0 0
"4302" 1075.25 12.31 34.3173 9.1462 2.0786 6.0812 0.2179 0.1522 0 0
"4303" 1075.5 12.1277 34.22 9.3945 2.0793 6.274 0.2188 0.1524 0 0
"4304" 1075.75 11.9441 34.1094 9.6664 2.0792 6.4295 0.2196 0.1526 0 0
"4305" 1076 11.7587 33.9834 9.9652 2.078 6.5467 0.2202 0.1528 0 0
"4306" 1076.25 11.5736 33.8489 10.2563 2.0763 6.6281 0.2208 0.1529 0 0
"4307" 1076.5 11.3958 33.7305 10.5066 2.0756 6.682 0.2215 0.153 0 0
"4308" 1076.75 11.2264 33.6322 10.7265 2.0762 6.7161 0.2224 0.1533 0 0
"4309" 1077 11.064 33.5505 10.9242 2.0778 6.7357 0.2233 0.1536 0 0
"4310" 1077.25 10.9072 33.4809 11.1061 2.0802 6.7449 0.2244 0.154 0 0
"4311" 1077.5 10.755 33.4198 11.2768 2.0831 6.7467 0.2255 0.1544 0 0
"4312" 1077.75 10.6065 33.3646 11.4398 2.0864 6.7431 0.2267 0.1549 0 0
"4313" 1078 10.4609 33.3131 11.5977 2.0899 6.7358 0.2279 0.1553 0 0
"4314" 1078.25 10.318 33.2639 11.752 2.0936 6.7256 0.2291 0.1558 0 0
"4315" 1078.5 10.1773 33.2156 11.9042 2.0974 6.7133 0.2303 0.1563 0 0
"4316" 1078.75 10.0394 33.1626 12.0552 2.1014 6.6995 0.2316 0.1569 0 0
"4317" 1079 9.9056 33.1043 12.2058 2.1059 6.6846 0.233 0.1574 0 0
"4318" 1079.25 9.7766 33.0409 12.3561 2.1113 6.6688 0.2344 0.158 0 0
"4319" 1079.5 9.653 32.9723 12.506 2.1177 6.6519 0.236 0.1587 0 0
"4320" 1079.75 9.5353 32.898 12.6551 2.1253 6.6339 0.2377 0.1595 0 0
"4321" 1080 9.4241 32.8176 12.8032 2.1343 6.6147 0.2396 0.1604 0 0
"4322" 1080.25 9.3202 32.7306 12.95 2.1449 6.5942 0.2417 0.1614 0 0
"4323" 1080.5 9.2241 32.6366 13.0951 2.1576 6.5723 0.244 0.1624 0 0
"4324" 1080.75 9.1367 32.535 13.2382 2.1725 6.5489 0.2466 0.1633 0 0
"4325" 1081 9.0587 32.4254 13.3789 2.19 6.5239 0.2495 0.1642 0 0
"4326" 1081.25 8.991 32.307 13.5167 2.2104 6.4972 0.2529 0.1651 0 0
"4327" 1081.5 8.9345 32.1793 13.6512 2.2343 6.4686 0.2566 0.1659 0 0
"4328" 1081.75 8.8901 32.0415 13.7818 2.2619 6.4381 0.2608 0.1666 0 0
"4329" 1082 8.8589 31.893 13.908 2.2939 6.4054 0.2655 0.1673 0 0
"4330" 1082.25 8.8421 31.7328 14.0291 2.3307 6.3704 0.2709 0.1679 0 0
"4331" 1082.5 8.8408 31.5601 14.1443 2.373 6.333 0.2769 0.1684 0 0
"4332" 1082.75 8.8565 31.374 14.253 2.4214 6.2929 0.2836 0.1689 0 0
"4333" 1083 8.8909 31.1737 14.3544 2.4768 6.2501 0.2904 0.1692 0 0
"4334" 1083.25 8.9458 30.9586 14.4478 2.5401 6.2043 0.2972 0.1695 0 0
"4335" 1083.5 9.0232 30.7274 14.5323 2.6124 6.1553 0.3039 0.1696 0 0
"4336" 1083.75 9.1254 30.4789 14.6066 2.6948 6.103 0.3105 0.1697 0 0
"4337" 1084 9.2551 30.2113 14.6695 2.7887 6.0469 0.3169 0.1696 0 0
"4338" 1084.25 9.4151 29.923 14.7195 2.8955 5.9867 0.3231 0.1693 0 0
"4339" 1084.5 9.6089 29.6118 14.7547 3.0172 5.922 0.3291 0.1689 0 0
"4340" 1084.75 9.8405 29.2753 14.7732 3.1558 5.8523 0.3348 0.1684 0 0
"4341" 1085 10.1144 28.9108 14.7727 3.3137 5.7772 0.34 0.1676 0 0
"4342" 1085.25 10.4361 28.5172 14.7518 3.4813 5.6963 0.3448 0.1666 0 0
"4343" 1085.5 10.8112 28.0983 14.712 3.6461 5.6105 0.3492 0.1654 0 0
"4344" 1085.75 11.245 27.6552 14.6533 3.8051 5.5199 0.353 0.164 0 0
"4345" 1086 11.7431 27.188 14.5751 3.9549 5.4247 0.3564 0.1624 0 0
"4346" 1086.25 12.312 26.6963 14.4765 4.0912 5.3246 0.3592 0.1606 0 0
"4347" 1086.5 12.944 26.181 14.3574 4.2093 5.22 0.3614 0.1587 0 0
"4348" 1086.75 13.5503 25.6665 14.2332 4.3078 5.1156 0.3634 0.1566 0 0
"4349" 1087 14.1122 25.1772 14.1201 4.388 5.0163 0.3657 0.1547 0 0
"4350" 1087.25 14.6294 24.7191 14.0227 4.4511 4.9233 0.3685 0.153 0 0
"4351" 1087.5 15.1026 24.293 13.9421 4.4985 4.8367 0.3718 0.1515 0 0
"4352" 1087.75 15.5343 23.8975 13.878 4.5319 4.7561 0.3757 0.1501 0 0
"4353" 1088 15.9279 23.5304 13.8294 4.553 4.6813 0.3799 0.1489 0 0
"4354" 1088.25 16.2878 23.1892 13.7952 4.5638 4.6116 0.3836 0.1479 0 0
"4355" 1088.5 16.6182 22.8716 13.7744 4.5657 4.5467 0.3865 0.147 0 0
"4356" 1088.75 16.9233 22.5747 13.7652 4.5603 4.4859 0.3888 0.1462 0 0
"4357" 1089 17.2067 22.2957 13.7662 4.5488 4.4287 0.3905 0.1456 0 0
"4358" 1089.25 17.4719 22.0322 13.7735 4.5323 4.3746 0.3918 0.145 0 0
"4359" 1089.5 17.723 21.7868 13.7716 4.512 4.3242 0.3927 0.1445 0 0
"4360" 1089.75 17.9625 21.5635 13.7595 4.4886 4.2781 0.3933 0.1442 0 0
"4361" 1090 18.1907 21.3633 13.7378 4.4624 4.2366 0.3936 0.1441 0 0
"4362" 1090.25 18.4076 21.1864 13.7068 4.4334 4.1998 0.3937 0.1441 0 0
"4363" 1090.5 18.6128 21.033 13.6668 4.4019 4.1676 0.3934 0.1442 0 0
"4364" 1090.75 18.8062 20.9031 13.6179 4.3678 4.14 0.3929 0.1446 0 0
"4365" 1091 18.9875 20.7967 13.5605 4.3314 4.1172 0.3922 0.1451 0 0
"4366" 1091.25 19.1566 20.7137 13.4947 4.2927 4.0989 0.3912 0.1458 0 0
"4367" 1091.5 19.3132 20.6539 13.4209 4.2518 4.0852 0.3899 0.1466 0 0
"4368" 1091.75 19.4573 20.6174 13.3392 4.2088 4.0761 0.3885 0.1477 0 0
"4369" 1092 19.5886 20.604 13.2499 4.1638 4.0716 0.3867 0.149 0 0
"4370" 1092.25 19.7071 20.6136 13.1532 4.117 4.0716 0.3848 0.1504 0 0
"4371" 1092.5 19.8127 20.646 13.0495 4.0684 4.0761 0.3826 0.152 0 0
"4372" 1092.75 19.9051 20.7012 12.939 4.0182 4.085 0.3802 0.1539 0 0
"4373" 1093 19.9843 20.7789 12.8218 3.9663 4.0984 0.3776 0.1559 0 0
"4374" 1093.25 20.0502 20.8792 12.6983 3.9129 4.1161 0.3747 0.1582 0 0
"4375" 1093.5 20.1027 21.0019 12.5687 3.8582 4.1382 0.3717 0.1604 0 0
"4376" 1093.75 20.1421 21.1482 12.4333 3.8022 4.1603 0.3685 0.1625 0 0
"4377" 1094 20.1678 21.3222 12.2922 3.7449 4.1795 0.3651 0.1645 0 0
"4378" 1094.25 20.1779 21.5287 12.1448 3.6862 4.1954 0.3615 0.1665 0 0
"4379" 1094.5 20.1702 21.7728 11.99 3.6259 4.2076 0.3576 0.1682 0 0
"4380" 1094.75 20.1418 22.0605 11.8269 3.5635 4.2153 0.3534 0.1698 0 0
"4381" 1095 20.0896 22.3988 11.6541 3.499 4.2178 0.349 0.1712 0 0
"4382" 1095.25 20.0096 22.7959 11.4704 3.4318 4.2143 0.3442 0.1724 0 0
"4383" 1095.5 19.8974 23.2613 11.274 3.3615 4.2036 0.3389 0.1732 0 0
"4384" 1095.75 19.7476 23.8064 11.063 3.2876 4.1846 0.3332 0.1736 0 0
"4385" 1096 19.5542 24.4444 10.8351 3.2096 4.1557 0.3269 0.1736 0 0
"4386" 1096.25 19.3097 25.191 10.5878 3.1267 4.1153 0.32 0.1731 0 0
"4387" 1096.5 19.0055 26.0647 10.3179 3.0382 4.0613 0.3124 0.1719 0 0
"4388" 1096.75 18.6494 26.9783 10.0298 2.9454 3.9954 0.3041 0.1702 0 0
"4389" 1097 18.2808 27.8755 9.7413 2.8531 3.9262 0.2958 0.1682 0 0
"4390" 1097.25 17.9081 28.7715 9.4563 2.7624 3.8556 0.2876 0.1662 0 0
"4391" 1097.5 17.5323 29.6661 9.175 2.6733 3.7839 0.2794 0.164 0 0
"4392" 1097.75 17.1543 30.5579 8.8978 2.5859 3.7112 0.2714 0.1618 0 0
"4393" 1098 16.7749 31.4455 8.625 2.5003 3.6378 0.2635 0.1595 0 0
"4394" 1098.25 16.4184 32.176 8.3666 2.4192 3.5691 0.2559 0.1574 0 0
"4395" 1098.5 16.1417 32.6909 8.1458 2.3487 3.5182 0.2496 0.1562 0 0
"4396" 1098.75 15.9435 33.0656 7.9613 2.2884 3.4848 0.2444 0.1557 0 0
"4397" 1099 15.8067 33.3448 7.8054 2.2363 3.4652 0.24 0.1559 0 0
"4398" 1099.25 15.6958 33.5603 7.6719 2.1905 3.4565 0.2364 0.1567 0 0
"4399" 1099.5 15.5724 33.7409 7.5622 2.1515 3.4599 0.2335 0.158 0 0
"4400" 1099.75 15.4405 33.8984 7.4761 2.119 3.4757 0.2313 0.1596 0 0
"4401" 1100 15.302 34.0367 7.4123 2.0927 3.5037 0.2298 0.161 0 0
"4402" 1100.25 15.158 34.1578 7.3691 2.072 3.5434 0.229 0.1623 0 0
"4403" 1100.5 15.0091 34.2628 7.3452 2.0566 3.5946 0.2288 0.1636 0 0
"4404" 1100.75 14.8559 34.3527 7.3392 2.0461 3.6569 0.2292 0.1649 0 0
"4405" 1101 14.699 34.4284 7.35 2.0401 3.7302 0.2301 0.166 0 0
"4406" 1101.25 14.5388 34.4906 7.3769 2.0383 3.8146 0.2315 0.1671 0 0
"4407" 1101.5 14.3757 34.5399 7.4189 2.0404 3.9101 0.2334 0.1682 0 0
"4408" 1101.75 14.2103 34.5771 7.4755 2.0463 4.0167 0.2353 0.1691 0 0
"4409" 1102 14.0428 34.6033 7.546 2.0546 4.1345 0.2371 0.1701 0 0
"4410" 1102.25 13.8738 34.6191 7.6304 2.0623 4.2643 0.2389 0.171 0 0
"4411" 1102.5 13.7033 34.6247 7.729 2.0695 4.4065 0.2406 0.1718 0 0
"4412" 1102.75 13.5315 34.62 7.8419 2.076 4.562 0.2422 0.1726 0 0
"4413" 1103 13.3585 34.6049 7.9693 2.0819 4.7314 0.2438 0.1733 0 0
"4414" 1103.25 13.1841 34.5791 8.1115 2.0871 4.9157 0.2453 0.174 0 0
"4415" 1103.5 13.0086 34.5424 8.2688 2.0917 5.1157 0.2467 0.1746 0 0
"4416" 1103.75 12.8318 34.4945 8.4416 2.0956 5.3325 0.2481 0.1752 0 0
"4417" 1104 12.6538 34.4352 8.6302 2.0988 5.567 0.2493 0.1757 0 0
"4418" 1104.25 12.4747 34.364 8.835 2.1012 5.8181 0.2505 0.1761 0 0
"4419" 1104.5 12.2945 34.2814 9.0572 2.1029 6.0506 0.2516 0.1765 0 0
"4420" 1104.75 12.1133 34.1871 9.2993 2.1038 6.249 0.2526 0.1769 0 0
"4421" 1105 11.931 34.0799 9.5643 2.1039 6.4105 0.2535 0.1771 0 0
"4422" 1105.25 11.7469 33.958 9.8553 2.103 6.5339 0.2543 0.1773 0 0
"4423" 1105.5 11.5622 33.8244 10.1508 2.1013 6.6206 0.255 0.1774 0 0
"4424" 1105.75 11.3838 33.7032 10.4055 2.1004 6.6786 0.2558 0.1775 0 0
"4425" 1106 11.2137 33.6023 10.6286 2.1008 6.7155 0.2567 0.1778 0 0
"4426" 1106.25 11.0509 33.5183 10.8284 2.1023 6.7373 0.2578 0.1782 0 0
"4427" 1106.5 10.8938 33.4471 11.0115 2.1046 6.748 0.259 0.1786 0 0
"4428" 1106.75 10.7415 33.3849 11.1829 2.1074 6.7509 0.2603 0.1791 0 0
"4429" 1107 10.5928 33.3288 11.3461 2.1107 6.7482 0.2617 0.1796 0 0
"4430" 1107.25 10.4473 33.2767 11.5039 2.1142 6.7414 0.2631 0.1802 0 0
"4431" 1107.5 10.3044 33.227 11.6579 2.1179 6.7317 0.2645 0.1808 0 0
"4432" 1107.75 10.1638 33.1788 11.8096 2.1217 6.7198 0.2659 0.1813 0 0
"4433" 1108 10.0258 33.127 11.9598 2.1257 6.7062 0.2674 0.1819 0 0
"4434" 1108.25 9.8915 33.0698 12.1097 2.1301 6.6916 0.2689 0.1826 0 0
"4435" 1108.5 9.7618 33.0075 12.2593 2.1353 6.6759 0.2705 0.1833 0 0
"4436" 1108.75 9.6373 32.9401 12.4085 2.1415 6.6593 0.2723 0.1841 0 0
"4437" 1109 9.5185 32.8672 12.557 2.1488 6.6415 0.2742 0.1849 0 0
