"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9"
"10932" 2732.75 15.2505 12.5801 6.0928 6.2369 4.4993 4.8421 2.1859 2.3481 1.2221
"10933" 2733 15.5094 12.3979 6.0778 6.2224 4.4324 4.8645 2.1707 2.3058 1.2124
"10934" 2733.25 15.7563 12.2276 6.0683 6.2024 4.3698 4.8824 2.1575 2.2659 1.2038
"10935" 2733.5 15.9923 12.0681 6.0639 6.1778 4.3111 4.8963 2.146 2.2281 1.1962
"10936" 2733.75 16.2186 11.9186 6.0616 6.149 4.256 4.9065 2.1362 2.1924 1.1894
"10937" 2734 16.4365 11.7795 6.0559 6.1167 4.2047 4.9137 2.1281 2.1587 1.1837
"10938" 2734.25 16.6467 11.6511 6.0467 6.0813 4.1571 4.9181 2.1219 2.1271 1.179
"10939" 2734.5 16.8492 11.5333 6.0344 6.0431 4.1134 4.9197 2.1176 2.0975 1.1753
"10940" 2734.75 17.0442 11.4257 6.019 6.0022 4.0734 4.9188 2.1151 2.0699 1.1726
"10941" 2735 17.2315 11.3283 6.0006 5.9587 4.0369 4.9153 2.1146 2.0442 1.171
"10942" 2735.25 17.4113 11.2406 5.9793 5.9128 4.004 4.9094 2.1159 2.0204 1.1704
"10943" 2735.5 17.5834 11.1626 5.9554 5.8647 3.9745 4.9012 2.119 1.9983 1.1709
"10944" 2735.75 17.748 11.0938 5.9288 5.8144 3.9483 4.8906 2.1241 1.978 1.1723
"10945" 2736 17.905 11.0341 5.8997 5.7622 3.9253 4.8779 2.1309 1.9593 1.1747
"10946" 2736.25 18.0544 10.9832 5.8683 5.708 3.9055 4.863 2.1396 1.9422 1.1782
"10947" 2736.5 18.1962 10.9409 5.8345 5.6521 3.8887 4.8461 2.1502 1.9267 1.1826
"10948" 2736.75 18.3304 10.907 5.7986 5.5946 3.8749 4.8272 2.1625 1.9127 1.188
"10949" 2737 18.4571 10.8811 5.7606 5.5356 3.864 4.8064 2.1767 1.9 1.1943
"10950" 2737.25 18.5764 10.8635 5.7206 5.4752 3.8559 4.7837 2.1928 1.8889 1.2005
"10951" 2737.5 18.6881 10.8543 5.6787 5.4135 3.8509 4.7593 2.2109 1.8791 1.2061
"10952" 2737.75 18.792 10.8537 5.6349 5.3505 3.8489 4.7332 2.231 1.8709 1.2112
"10953" 2738 18.8878 10.8621 5.5893 5.2862 3.8501 4.7052 2.2534 1.8641 1.2158
"10954" 2738.25 18.9751 10.8795 5.5417 5.2207 3.8544 4.6754 2.2781 1.8588 1.2199
"10955" 2738.5 19.0535 10.9064 5.4922 5.154 3.8621 4.6439 2.3051 1.8551 1.2234
"10956" 2738.75 19.1226 10.9428 5.4409 5.086 3.8731 4.6105 2.3347 1.8529 1.2262
"10957" 2739 19.1821 10.9891 5.3876 5.0168 3.8876 4.5752 2.367 1.8523 1.2285
"10958" 2739.25 19.232 11.0456 5.3325 4.9466 3.9057 4.5382 2.4001 1.8532 1.2302
"10959" 2739.5 19.2742 11.113 5.2761 4.8757 3.9269 4.4998 2.4326 1.8559 1.2313
"10960" 2739.75 19.3094 11.1922 5.2187 4.8044 3.9472 4.4604 2.4645 1.8604 1.232
"10961" 2740 19.3373 11.285 5.1603 4.7326 3.9662 4.4198 2.4959 1.867 1.2323
"10962" 2740.25 19.3574 11.3932 5.1007 4.6605 3.9835 4.378 2.5265 1.8759 1.232
"10963" 2740.5 19.3689 11.5185 5.0399 4.5878 3.9991 4.3349 2.5562 1.8873 1.2312
"10964" 2740.75 19.3708 11.6633 4.9777 4.5144 4.0127 4.2903 2.5848 1.9017 1.2298
"10965" 2741 19.3621 11.83 4.914 4.4402 4.024 4.2442 2.6121 1.9193 1.2278
"10966" 2741.25 19.3416 12.0214 4.8485 4.3651 4.0329 4.1963 2.638 1.9406 1.225
"10967" 2741.5 19.3079 12.2406 4.7812 4.289 4.0389 4.1465 2.6621 1.9659 1.2214
"10968" 2741.75 19.2595 12.4912 4.7118 4.2115 4.0417 4.0945 2.6842 1.9958 1.2169
"10969" 2742 19.1949 12.7776 4.6399 4.1327 4.0409 4.0401 2.7038 2.0292 1.2114
"10970" 2742.25 19.1134 13.104 4.5658 4.0525 4.0364 3.9834 2.7209 2.0614 1.2048
"10971" 2742.5 19.0143 13.4751 4.4892 3.9708 4.0279 3.9242 2.7352 2.0918 1.1972
"10972" 2742.75 18.8959 13.8957 4.41 3.8876 4.0151 3.8623 2.7464 2.1199 1.1884
"10973" 2743 18.7564 14.3715 4.328 3.8026 3.9976 3.7977 2.754 2.1454 1.1783
"10974" 2743.25 18.5937 14.9088 4.2429 3.7156 3.9747 3.7298 2.7576 2.1677 1.1668
"10975" 2743.5 18.4054 15.515 4.1543 3.6265 3.9459 3.6586 2.7566 2.1863 1.1537
"10976" 2743.75 18.1885 16.1982 4.0619 3.5349 3.9105 3.5835 2.7504 2.2005 1.1389
"10977" 2744 17.9477 16.9161 3.9667 3.4416 3.8695 3.5055 2.7397 2.2107 1.1227
"10978" 2744.25 17.6968 17.6453 3.8714 3.3489 3.8259 3.427 2.7266 2.219 1.1059
"10979" 2744.5 17.4387 18.3884 3.7764 3.2571 3.7804 3.3485 2.7118 2.2255 1.0886
"10980" 2744.75 17.1742 19.1447 3.6819 3.1663 3.7331 3.2701 2.6952 2.2305 1.071
"10981" 2745 16.9036 19.9134 3.588 3.0767 3.6841 3.192 2.6768 2.2337 1.0531
"10982" 2745.25 16.6274 20.6934 3.4949 2.9883 3.6335 3.1141 2.6568 2.2353 1.0349
"10983" 2745.5 16.3461 21.4836 3.4024 2.9011 3.5814 3.0366 2.6352 2.2353 1.0164
"10984" 2745.75 16.0602 22.2829 3.3109 2.8152 3.5279 2.9596 2.612 2.2336 0.9977
"10985" 2746 15.7702 23.0901 3.2203 2.7306 3.4731 2.8831 2.5873 2.2303 0.9787
"10986" 2746.25 15.4767 23.8998 3.1307 2.6474 3.4172 2.8072 2.5612 2.2254 0.9596
"10987" 2746.5 15.1981 24.5985 3.0451 2.568 3.3643 2.7348 2.5372 2.2222 0.9414
"10988" 2746.75 14.9609 25.1588 2.9678 2.4956 3.3207 2.6697 2.5203 2.2259 0.9258
"10989" 2747 14.7663 25.604 2.8989 2.4302 3.2867 2.6122 2.5112 2.237 0.9128
"10990" 2747.25 14.6093 25.9544 2.8372 2.3709 3.2611 2.5611 2.5088 2.2547 0.9022
"10991" 2747.5 14.4837 26.2282 2.7815 2.3169 3.2427 2.5156 2.5123 2.2784 0.8934
"10992" 2747.75 14.3834 26.4412 2.7309 2.267 3.2301 2.4744 2.5206 2.307 0.8862
"10993" 2748 14.2818 26.6083 2.6848 2.2212 3.2229 2.4374 2.5335 2.3407 0.8805
"10994" 2748.25 14.1651 26.7419 2.6441 2.1797 3.2226 2.4053 2.5524 2.3807 0.8766
"10995" 2748.5 14.0359 26.8463 2.6089 2.1429 3.2297 2.3781 2.5747 2.4277 0.8746
"10996" 2748.75 13.897 26.9263 2.5796 2.1108 3.245 2.3564 2.5949 2.4829 0.8748
"10997" 2749 13.7494 26.9839 2.5563 2.0837 3.2693 2.3403 2.613 2.5472 0.8772
"10998" 2749.25 13.5935 27.0186 2.5392 2.0614 3.3029 2.3298 2.6288 2.6214 0.8819
"10999" 2749.5 13.4294 27.0298 2.5283 2.044 3.3464 2.3252 2.6424 2.7064 0.8892
"11000" 2749.75 13.2571 27.0166 2.5236 2.0315 3.4002 2.3264 2.6535 2.8026 0.8989
"11001" 2750 13.0776 26.9807 2.5252 2.024 3.4652 2.3337 2.6623 2.9024 0.9114
"11002" 2750.25 12.8929 26.9263 2.5335 2.0215 3.5421 2.3447 2.6692 3.0031 0.9267
"11003" 2750.5 12.706 26.8596 2.5485 2.0227 3.6316 2.3548 2.6748 3.1055 0.9451
"11004" 2750.75 12.518 26.784 2.5703 2.0234 3.7344 2.364 2.6795 3.2099 0.966
"11005" 2751 12.33 26.7011 2.5987 2.0236 3.851 2.3726 2.6833 3.3167 0.9872
"11006" 2751.25 12.1422 26.6119 2.6338 2.0232 3.9821 2.3806 2.6865 3.4258 1.0086
"11007" 2751.5 11.9548 26.5164 2.6756 2.0224 4.1283 2.388 2.689 3.5375 1.0301
"11008" 2751.75 11.7678 26.4148 2.7241 2.021 4.2904 2.3947 2.6909 3.6516 1.0518
"11009" 2752 11.5813 26.3069 2.7793 2.0191 4.4691 2.4008 2.692 3.7681 1.0736
"11010" 2752.25 11.3953 26.1929 2.8412 2.0166 4.6653 2.4063 2.6923 3.8871 1.0955
"11011" 2752.5 11.2099 26.0727 2.9099 2.0137 4.8801 2.4112 2.692 4.0084 1.1175
"11012" 2752.75 11.025 25.9462 2.9856 2.0101 5.1146 2.4153 2.6909 4.1322 1.1395
"11013" 2753 10.8408 25.8134 3.0684 2.0061 5.3699 2.4188 2.6891 4.2582 1.1616
"11014" 2753.25 10.6572 25.6743 3.1583 2.0015 5.6473 2.4216 2.6865 4.3866 1.1838
"11015" 2753.5 10.4742 25.5289 3.2556 1.9963 5.9483 2.4236 2.6831 4.5171 1.2059
"11016" 2753.75 10.2919 25.3771 3.3604 1.9905 6.2741 2.4249 2.6789 4.6498 1.228
"11017" 2754 10.1103 25.219 3.4727 1.9842 6.6264 2.4255 2.6739 4.7845 1.2501
"11018" 2754.25 9.9295 25.0545 3.5929 1.9773 6.9918 2.4253 2.6681 4.9213 1.2721
"11019" 2754.5 9.7498 24.8845 3.7217 1.9698 7.328 2.4244 2.6615 5.0601 1.2941
"11020" 2754.75 9.5712 24.7092 3.8601 1.9619 7.6269 2.4228 2.6543 5.2011 1.316
"11021" 2755 9.3938 24.5286 4.0095 1.9535 7.8849 2.4206 2.6463 5.3426 1.3378
"11022" 2755.25 9.2195 24.349 4.1715 1.945 8.1008 2.4183 2.6383 5.4624 1.36
"11023" 2755.5 9.0516 24.1805 4.3351 1.9374 8.2748 2.417 2.6315 5.5536 1.3833
"11024" 2755.75 8.8926 24.0321 4.4811 1.9315 8.4104 2.4178 2.6269 5.6191 1.4083
"11025" 2756 8.7428 23.9052 4.6106 1.9272 8.5124 2.4209 2.6246 5.6624 1.4353
"11026" 2756.25 8.6014 23.7984 4.7257 1.9246 8.5859 2.426 2.6246 5.687 1.4609
"11027" 2756.5 8.4681 23.711 4.8291 1.9236 8.6369 2.4333 2.6268 5.697 1.4827
"11028" 2756.75 8.3415 23.6399 4.9233 1.924 8.6702 2.4424 2.6309 5.6957 1.5015
"11029" 2757 8.2206 23.5816 5.0104 1.9254 8.6898 2.4529 2.6365 5.6857 1.5179
"11030" 2757.25 8.1043 23.5331 5.092 1.9276 8.699 2.4646 2.6432 5.6692 1.5325
"11031" 2757.5 7.9917 23.492 5.1695 1.9305 8.7002 2.4771 2.6508 5.6478 1.5457
"11032" 2757.75 7.8822 23.4563 5.244 1.9338 8.6952 2.4903 2.659 5.6227 1.5578
"11033" 2758 7.7753 23.4246 5.3163 1.9375 8.6857 2.504 2.6678 5.5948 1.5691
"11034" 2758.25 7.6706 23.3956 5.3871 1.9414 8.6725 2.5182 2.6769 5.5649 1.5798
"11035" 2758.5 7.5683 23.3638 5.4569 1.9456 8.6568 2.5327 2.6864 5.5335 1.5901
"11036" 2758.75 7.469 23.3268 5.5262 1.9503 8.6391 2.5481 2.6967 5.5011 1.6
"11037" 2759 7.373 23.285 5.595 1.9557 8.6197 2.5645 2.708 5.4679 1.6096
"11038" 2759.25 7.2806 23.2384 5.6634 1.9619 8.5985 2.582 2.7204 5.4337 1.6189
"11039" 2759.5 7.1917 23.1868 5.7311 1.9689 8.5755 2.6007 2.734 5.3986 1.6278
"11040" 2759.75 7.1065 23.1299 5.7981 1.9767 8.5506 2.6207 2.7488 5.3626 1.6364
"11041" 2760 7.0249 23.0676 5.8643 1.9855 8.5238 2.6421 2.765 5.3256 1.6446
"11042" 2760.25 6.9471 23 5.9296 1.9953 8.4949 2.6651 2.7814 5.2877 1.6525
"11043" 2760.5 6.8734 22.9274 5.9941 2.0064 8.4643 2.6898 2.7972 5.2489 1.6599
"11044" 2760.75 6.8041 22.85 6.0577 2.0187 8.4319 2.7166 2.8125 5.2092 1.667
"11045" 2761 6.7393 22.7674 6.1204 2.0326 8.3977 2.7455 2.8271 5.1687 1.6737
"11046" 2761.25 6.6791 22.6794 6.182 2.0479 8.3616 2.7768 2.841 5.1274 1.68
"11047" 2761.5 6.6236 22.586 6.2423 2.065 8.3234 2.8106 2.8541 5.0851 1.6858
"11048" 2761.75 6.573 22.4867 6.3012 2.0839 8.2832 2.8473 2.8664 5.0418 1.6911
"11049" 2762 6.5273 22.3814 6.3585 2.1047 8.2407 2.8868 2.8779 4.9975 1.6959
"11050" 2762.25 6.4868 22.2698 6.4141 2.1276 8.196 2.9296 2.8885 4.9522 1.7002
"11051" 2762.5 6.4516 22.1516 6.4678 2.1527 8.149 2.9759 2.898 4.9058 1.7038
"11052" 2762.75 6.4217 22.0265 6.5194 2.1802 8.0994 3.0259 2.9066 4.8582 1.7069
"11053" 2763 6.3973 21.8944 6.5687 2.2102 8.0473 3.0798 2.9139 4.8095 1.7093
"11054" 2763.25 6.3786 21.7548 6.6155 2.243 7.9926 3.138 2.9201 4.7596 1.711
"11055" 2763.5 6.3656 21.6074 6.6596 2.2787 7.935 3.2008 2.9251 4.7084 1.7119
"11056" 2763.75 6.3586 21.452 6.7006 2.3174 7.8746 3.2684 2.9286 4.6559 1.7121
"11057" 2764 6.3577 21.2882 6.7385 2.3594 7.8111 3.3406 2.9308 4.602 1.7114
"11058" 2764.25 6.3638 21.1178 6.7736 2.4053 7.7453 3.4133 2.9317 4.5472 1.7101
"11059" 2764.5 6.3778 20.9421 6.8064 2.4556 7.6777 3.4862 2.9316 4.4917 1.7081
"11060" 2764.75 6.4004 20.7613 6.8369 2.5109 7.6082 3.5592 2.9304 4.4355 1.7056
"11061" 2765 6.4324 20.5753 6.8649 2.5716 7.5369 3.6321 2.9282 4.3786 1.7024
"11062" 2765.25 6.4745 20.3837 6.8901 2.6385 7.4636 3.7048 2.9249 4.3211 1.6986
"11063" 2765.5 6.5275 20.1862 6.9124 2.7121 7.3882 3.777 2.9203 4.2627 1.6941
"11064" 2765.75 6.5925 19.9825 6.9315 2.7934 7.3107 3.8486 2.9145 4.2036 1.6889
"11065" 2766 6.6707 19.7723 6.9471 2.8832 7.2308 3.9192 2.9072 4.1435 1.6828
"11066" 2766.25 6.7632 19.5549 6.9588 2.9825 7.1484 3.9886 2.8984 4.0825 1.676
"11067" 2766.5 6.8717 19.3298 6.9664 3.0926 7.0633 4.0565 2.888 4.0204 1.6682
"11068" 2766.75 6.9979 19.0965 6.9693 3.2148 6.9753 4.1223 2.8758 3.9571 1.6593
"11069" 2767 7.1438 18.8542 6.967 3.3509 6.884 4.1857 2.8616 3.8925 1.6495
"11070" 2767.25 7.3118 18.6019 6.9591 3.5026 6.7893 4.2461 2.8454 3.8264 1.6384
"11071" 2767.5 7.5045 18.3387 6.9448 3.6723 6.6906 4.3027 2.8267 3.7587 1.6259
"11072" 2767.75 7.7253 18.0634 6.9234 3.8624 6.5877 4.355 2.8054 3.6891 1.6121
"11073" 2768 7.9778 17.7746 6.894 4.0761 6.4799 4.4019 2.7812 3.6175 1.5966
"11074" 2768.25 8.2666 17.4713 6.8558 4.3091 6.367 4.4427 2.7539 3.5436 1.5793
"11075" 2768.5 8.5966 17.1565 6.81 4.5427 6.25 4.4778 2.7238 3.468 1.5606
"11076" 2768.75 8.9722 16.8319 6.7571 4.7726 6.1296 4.5074 2.6913 3.3912 1.5405
"11077" 2769 9.3981 16.4982 6.6972 4.9949 6.006 4.5314 2.6564 3.3132 1.5191
"11078" 2769.25 9.8641 16.1571 6.631 5.2053 5.8798 4.5499 2.6194 3.2343 1.4965
"11079" 2769.5 10.3455 15.8155 6.5616 5.4006 5.7535 4.5655 2.5816 3.1559 1.4736
"11080" 2769.75 10.8448 15.4766 6.4908 5.5775 5.6283 4.5792 2.5434 3.0785 1.4505
"11081" 2770 11.3634 15.1415 6.4189 5.7328 5.5046 4.5914 2.5052 3.0024 1.4274
"11082" 2770.25 11.8864 14.812 6.3469 5.8636 5.383 4.603 2.4672 2.9279 1.4044
"11083" 2770.5 12.3747 14.4961 6.2792 5.9707 5.2664 4.6175 2.431 2.8564 1.3826
"11084" 2770.75 12.8269 14.1977 6.2178 6.0561 5.1562 4.637 2.3974 2.7887 1.3622
"11085" 2771 13.2443 13.9167 6.1629 6.1216 5.0524 4.6619 2.3664 2.7246 1.3434
"11086" 2771.25 13.6291 13.6521 6.1143 6.1695 4.9546 4.6921 2.3379 2.664 1.3259
"11087" 2771.5 13.9845 13.4023 6.0714 6.2021 4.8622 4.7273 2.3117 2.6065 1.3098
"11088" 2771.75 14.3139 13.1657 6.0335 6.2217 4.7746 4.7671 2.2874 2.5518 1.2948
"11089" 2772 14.6211 12.9412 6.0002 6.2305 4.6914 4.808 2.2649 2.4997 1.2808
"11090" 2772.25 14.9106 12.7303 5.9725 6.2306 4.6133 4.8424 2.2446 2.4504 1.268
"11091" 2772.5 15.1852 12.5336 5.9509 6.2235 4.5403 4.8711 2.2266 2.4041 1.2566
"11092" 2772.75 15.4465 12.3502 5.9352 6.2102 4.4721 4.8946 2.2108 2.3604 1.2464
"11093" 2773 15.6957 12.1788 5.925 6.1914 4.4083 4.9135 2.197 2.3193 1.2373
"11094" 2773.25 15.9337 12.0184 5.9197 6.1677 4.3486 4.9283 2.185 2.2804 1.2293
"11095" 2773.5 16.1617 11.8681 5.9178 6.1397 4.2925 4.9394 2.1747 2.2435 1.2222
"11096" 2773.75 16.3811 11.728 5.9129 6.1082 4.2401 4.9472 2.1661 2.2088 1.2161
"11097" 2774 16.5926 11.5985 5.9046 6.0735 4.1916 4.9522 2.1595 2.1761 1.2111
"11098" 2774.25 16.7965 11.4795 5.8931 6.0359 4.1469 4.9544 2.1547 2.1456 1.2071
"11099" 2774.5 16.9927 11.3708 5.8786 5.9956 4.1059 4.9539 2.1519 2.1171 1.2042
"11100" 2774.75 17.1812 11.2721 5.8612 5.9527 4.0686 4.9509 2.151 2.0905 1.2023
"11101" 2775 17.3622 11.1832 5.8409 5.9073 4.0348 4.9454 2.1519 2.0658 1.2015
"11102" 2775.25 17.5355 11.1038 5.818 5.8597 4.0044 4.9374 2.1548 2.043 1.2018
"11103" 2775.5 17.7012 11.0336 5.7925 5.8099 3.9774 4.9272 2.1595 2.0219 1.203
"11104" 2775.75 17.8594 10.9725 5.7646 5.7581 3.9536 4.9148 2.1661 2.0025 1.2053
"11105" 2776 18.0099 10.92 5.7343 5.7044 3.933 4.9002 2.1745 1.9847 1.2086
"11106" 2776.25 18.1529 10.8761 5.7017 5.649 3.9154 4.8835 2.1848 1.9685 1.2129
"11107" 2776.5 18.2883 10.8404 5.667 5.5919 3.9008 4.8648 2.1969 1.9538 1.2183
"11108" 2776.75 18.4163 10.8127 5.6302 5.5332 3.8891 4.8442 2.2109 1.9406 1.2245
"11109" 2777 18.5367 10.793 5.5916 5.4732 3.8803 4.8217 2.2268 1.9288 1.2309
"11110" 2777.25 18.6498 10.7816 5.551 5.4119 3.8744 4.7975 2.2446 1.9185 1.2368
"11111" 2777.5 18.7551 10.7786 5.5086 5.3493 3.8715 4.7714 2.2645 1.9096 1.2422
"11112" 2777.75 18.8524 10.7843 5.4644 5.2854 3.8717 4.7436 2.2866 1.9023 1.247
"11113" 2778 18.9413 10.799 5.4183 5.2203 3.8752 4.714 2.311 1.8964 1.2513
"11114" 2778.25 19.0215 10.8227 5.3704 5.154 3.8819 4.6826 2.3378 1.8921 1.255
"11115" 2778.5 19.0925 10.8559 5.3207 5.0865 3.8919 4.6494 2.3671 1.8894 1.2581
"11116" 2778.75 19.154 10.8987 5.2691 5.0177 3.9053 4.6143 2.3991 1.8883 1.2605
"11117" 2779 19.2058 10.9515 5.2157 4.9479 3.9224 4.5773 2.4328 1.8887 1.2624
"11118" 2779.25 19.2493 11.0149 5.1609 4.8773 3.943 4.5389 2.4659 1.8909 1.2636
"11119" 2779.5 19.2858 11.0896 5.105 4.8062 3.9637 4.4994 2.4985 1.8948 1.2645
"11120" 2779.75 19.3152 11.1771 5.0482 4.7348 3.983 4.4588 2.5305 1.9008 1.2648
"11121" 2780 19.3371 11.2793 4.9903 4.6629 4.0008 4.417 2.5618 1.9091 1.2647
"11122" 2780.25 19.3507 11.398 4.9313 4.5906 4.0169 4.3739 2.5922 1.9199 1.264
"11123" 2780.5 19.3551 11.5352 4.8709 4.5176 4.0311 4.3294 2.6216 1.9335 1.2627
"11124" 2780.75 19.3492 11.6933 4.8092 4.4439 4.0431 4.2834 2.6498 1.9503 1.2608
"11125" 2781 19.332 11.875 4.7458 4.3693 4.0527 4.2357 2.6765 1.9707 1.2582
"11126" 2781.25 19.3022 12.0833 4.6807 4.2938 4.0596 4.1861 2.7016 1.9951 1.2547
"11127" 2781.5 19.2582 12.3216 4.6136 4.2171 4.0634 4.1345 2.7246 2.024 1.2503
"11128" 2781.75 19.1985 12.594 4.5443 4.139 4.0637 4.0805 2.7454 2.0575 1.245
"11129" 2782 19.1223 12.9047 4.4727 4.0595 4.0603 4.0242 2.7636 2.0908 1.2386
"11130" 2782.25 19.0289 13.2583 4.3988 3.9786 4.0531 3.9654 2.779 2.1224 1.2311
"11131" 2782.5 18.917 13.6595 4.3225 3.8963 4.0417 3.9041 2.7915 2.1518 1.2225
"11132" 2782.75 18.7849 14.1135 4.2435 3.8123 4.0256 3.8401 2.8005 2.1787 1.2126
"11133" 2783 18.6305 14.6264 4.1617 3.7265 4.0045 3.773 2.8056 2.2026 1.2013
"11134" 2783.25 18.4516 15.2051 4.0766 3.6386 3.9777 3.7026 2.8063 2.223 1.1885
"11135" 2783.5 18.2454 15.8576 3.988 3.5484 3.9445 3.6286 2.8019 2.2391 1.1739
"11136" 2783.75 18.0119 16.5683 3.896 3.456 3.905 3.551 2.7924 2.2508 1.1577
"11137" 2784 17.7647 17.2895 3.8031 3.3635 3.862 3.4722 2.7799 2.2599 1.1406
"11138" 2784.25 17.51 18.0246 3.7106 3.272 3.8171 3.3934 2.7655 2.2673 1.1231
"11139" 2784.5 17.2486 18.7733 3.6185 3.1814 3.7703 3.3147 2.7494 2.273 1.1053
"11140" 2784.75 16.9811 19.5348 3.527 3.092 3.7218 3.2361 2.7315 2.2771 1.087
"11141" 2785 16.7078 20.3081 3.4361 3.0037 3.6717 3.1579 2.7118 2.2794 1.0685
"11142" 2785.25 16.4293 21.092 3.3459 2.9166 3.62 3.0799 2.6905 2.2801 1.0497
"11143" 2785.5 16.146 21.8856 3.2565 2.8308 3.5668 3.0024 2.6676 2.2791 1.0306
"11144" 2785.75 15.8583 22.6877 3.1681 2.7462 3.5123 2.9255 2.6432 2.2764 1.0112
"11145" 2786 15.5669 23.4971 3.0805 2.663 3.4566 2.849 2.6172 2.2721 0.9917
"11146" 2786.25 15.2789 24.2528 2.9951 2.5821 3.4013 2.7743 2.5911 2.2674 0.9725
"11147" 2786.5 15.0253 24.8626 2.9167 2.5074 3.3537 2.706 2.571 2.2683 0.9554
"11148" 2786.75 14.8149 25.3496 2.8465 2.4398 3.3158 2.6454 2.5587 2.2767 0.941
"11149" 2787 14.6439 25.7345 2.7837 2.3786 3.2869 2.5916 2.5536 2.2922 0.9292
"11150" 2787.25 14.5064 26.0361 2.7273 2.3229 3.2657 2.5438 2.5549 2.314 0.9195
"11151" 2787.5 14.3964 26.2712 2.6762 2.2717 3.2507 2.5007 2.5614 2.3412 0.9115
"11152" 2787.75 14.3 26.4542 2.6294 2.2245 3.241 2.4617 2.5724 2.3732 0.9049
"11153" 2788 14.1891 26.5999 2.5875 2.1814 3.2376 2.4273 2.5888 2.4111 0.9001
"11154" 2788.25 14.0647 26.7148 2.5509 2.1428 3.2414 2.3978 2.6109 2.4558 0.8972
"11155" 2788.5 13.9295 26.8034 2.5198 2.1088 3.253 2.3735 2.6324 2.5083 0.8963
"11156" 2788.75 13.7853 26.8692 2.4945 2.0797 3.2733 2.3548 2.6516 2.5697 0.8977
"11157" 2789 13.6328 26.9124 2.4752 2.0554 3.3028 2.3418 2.6686 2.6408 0.9015
"11158" 2789.25 13.472 26.9324 2.4619 2.036 3.3419 2.3345 2.6832 2.7225 0.9078
"11159" 2789.5 13.3029 26.9283 2.4546 2.0214 3.3913 2.3331 2.6955 2.8156 0.9166
"11160" 2789.75 13.1259 26.9 2.4534 2.0117 3.4514 2.3376 2.7052 2.9168 0.9281
"11161" 2790 12.9429 26.8514 2.4586 2.007 3.5233 2.3478 2.7128 3.0189 0.9425
"11162" 2790.25 12.7564 26.7879 2.4703 2.0071 3.6076 2.3581 2.7188 3.1222 0.96
"11163" 2790.5 12.5685 26.7145 2.4885 2.008 3.7049 2.3676 2.7238 3.2275 0.9805
"11164" 2790.75 12.3802 26.6332 2.5133 2.0083 3.816 2.3763 2.7279 3.3351 1.0021
"11165" 2791 12.1922 26.5454 2.5447 2.008 3.9413 2.3844 2.7313 3.4451 1.0239
"11166" 2791.25 12.0045 26.4514 2.5826 2.0072 4.0817 2.3919 2.7339 3.5575 1.0458
"11167" 2791.5 11.8172 26.3513 2.627 2.006 4.2376 2.3988 2.7359 3.6725 1.0678
"11168" 2791.75 11.6304 26.245 2.6778 2.0042 4.4099 2.4051 2.7372 3.79 1.09
"11169" 2792 11.4442 26.1327 2.7353 2.0019 4.5994 2.4107 2.7377 3.9099 1.1123
"11170" 2792.25 11.2585 26.0142 2.7993 1.999 4.8071 2.4157 2.7375 4.0323 1.1347
"11171" 2792.5 11.0734 25.8896 2.87 1.9957 5.0342 2.4201 2.7366 4.1571 1.1572
"11172" 2792.75 10.8889 25.7588 2.9476 1.9918 5.2816 2.4237 2.7349 4.2843 1.1798
"11173" 2793 10.7051 25.6218 3.032 1.9873 5.5507 2.4267 2.7325 4.4138 1.2024
"11174" 2793.25 10.522 25.4786 3.1236 1.9823 5.8428 2.4289 2.7292 4.5456 1.225
"11175" 2793.5 10.3396 25.3291 3.2223 1.9768 6.1593 2.4305 2.7252 4.6796 1.2476
"11176" 2793.75 10.1579 25.1734 3.3284 1.9707 6.5017 2.4312 2.7204 4.8158 1.2701
"11177" 2794 9.9769 25.0113 3.442 1.964 6.8695 2.4313 2.7147 4.954 1.2926
"11178" 2794.25 9.7969 24.8435 3.5635 1.9567 7.2232 2.4306 2.7083 5.0943 1.3151
"11179" 2794.5 9.6181 24.6705 3.6938 1.949 7.5418 2.4292 2.7011 5.2367 1.3375
"11180" 2794.75 9.4405 24.4922 3.8341 1.9408 7.8206 2.4271 2.6933 5.3813 1.3598
"11181" 2795 9.2647 24.3107 3.986 1.9322 8.0575 2.4246 2.6849 5.5167 1.3822
"11182" 2795.25 9.094 24.1362 4.1484 1.9242 8.252 2.4226 2.6772 5.6231 1.4054
"11183" 2795.5 8.9312 23.9783 4.2985 1.9174 8.4061 2.4224 2.6713 5.7017 1.4301
"11184" 2795.75 8.7777 23.842 4.432 1.9124 8.5242 2.4244 2.6679 5.7561 1.4568
"11185" 2796 8.6329 23.7262 4.5505 1.9091 8.6111 2.4286 2.6668 5.7898 1.4845
"11186" 2796.25 8.4964 23.6304 4.6563 1.9074 8.6726 2.4349 2.668 5.8066 1.5086
"11187" 2796.5 8.3673 23.5525 4.7521 1.9071 8.7141 2.4432 2.6713 5.8105 1.5292
"11188" 2796.75 8.2444 23.489 4.8401 1.9081 8.7401 2.4531 2.6763 5.8043 1.5472
"11189" 2797 8.1266 23.4367 4.922 1.9099 8.7542 2.4643 2.6827 5.7906 1.563
"11190" 2797.25 8.0129 23.3929 4.9994 1.9125 8.7591 2.4765 2.69 5.771 1.5772
"11191" 2797.5 7.9025 23.3555 5.0733 1.9157 8.757 2.4895 2.6982 5.7472 1.5901
